Date,Department,Partition,Jobs_Submitted,Jobs_Completed,Jobs_Failed,GPU_Hours,CPU_Hours,Memory_GB_Hours,Storage_Read_GB,Storage_Write_GB,Avg_Wait_Min,Max_Wait_Min,Avg_GPU_Util_PCT,Energy_kWh
2025-02-18,Computer Science,cpu,31,27,2,457,784,272793,4368,1692,94,62,36.5,2513.5
2025-02-20,Computer Science,cpu,49,42,0,240,514,58400,4236,876,85,230,92.8,1320.0
2025-02-22,Computer Science,gpu,38,35,0,242,915,37402,73,1655,66,424,81.2,1331.0
2025-02-24,Computer Science,gpu,31,29,1,343,327,153249,1586,2489,63,329,65.6,1886.5
2025-02-25,Computer Science,priority,43,37,3,260,888,62603,4162,746,38,299,43.4,1430.0
2025-02-27,Computer Science,priority,4,3,0,152,977,68303,2808,2472,34,27,70.4,836.0
2025-02-28,Computer Science,interactive,6,5,0,124,296,40017,1785,681,52,12,34.5,682.0
2025-03-01,Computer Science,interactive,44,41,3,249,278,127180,4501,2267,38,348,46.1,1369.5
2025-03-03,Computer Science,debug,31,29,1,361,190,82637,4083,1892,93,102,82.5,1985.5
2025-03-05,Computer Science,debug,42,36,3,310,31,150210,1765,528,16,91,64.2,1705.0
2025-03-07,Computer Science,cpu,46,42,3,435,244,204623,467,1867,57,273,72.6,2392.5
2025-03-09,Computer Science,cpu,23,20,0,217,787,120444,3583,680,56,179,36.2,1193.5
2025-03-11,Computer Science,gpu,37,34,0,300,940,161845,1399,1136,92,255,39.2,1650.0
2025-03-13,Computer Science,gpu,24,20,1,424,407,223474,2482,2262,79,382,51.6,2332.0
2025-03-14,Computer Science,priority,15,12,0,378,191,73623,4471,550,112,59,61.1,2079.0
2025-03-16,Computer Science,interactive,16,13,1,431,746,140121,1496,435,12,180,51.0,2370.5
2025-03-18,Computer Science,interactive,5,4,0,300,228,85383,2254,1283,107,74,72.5,1650.0
2025-03-20,Computer Science,debug,17,16,0,109,80,15025,1255,1460,60,441,70.3,599.5
2025-03-22,Computer Science,debug,33,30,2,420,684,177258,1717,651,110,130,94.0,2310.0
2025-03-24,Computer Science,cpu,35,31,1,164,340,38523,4599,1078,63,125,31.2,902.0
2025-03-26,Computer Science,cpu,15,13,0,87,648,33559,1140,2375,111,478,65.7,478.5
2025-03-28,Computer Science,gpu,47,41,2,51,413,7820,2045,81,1,302,70.5,280.5
2025-03-28,Computer Science,gpu,14,13,0,472,752,178440,4929,1018,69,398,41.9,2596.0
2025-04-01,Computer Science,priority,31,26,1,467,412,195567,1546,2337,73,172,48.3,2568.5
2025-04-03,Computer Science,priority,26,23,1,226,212,106017,1043,1927,40,368,41.3,1243.0
2025-04-05,Computer Science,interactive,7,6,0,303,889,163670,294,328,43,413,66.8,1666.5
2025-04-07,Computer Science,interactive,40,38,0,127,614,48892,1868,2466,5,91,90.4,698.5
2025-04-09,Computer Science,debug,34,31,2,331,762,81252,456,1362,73,412,93.9,1820.5
2025-04-11,Computer Science,debug,39,33,1,99,353,54248,3191,135,44,349,57.1,544.5
2025-04-13,Computer Science,cpu,41,36,3,93,600,39836,3168,252,58,228,92.3,511.5
2025-04-15,Computer Science,cpu,3,2,0,96,467,54452,948,2462,49,45,43.3,528.0
2025-04-17,Computer Science,gpu,19,16,0,206,868,110730,1983,2110,2,181,85.7,1133.0
2025-04-18,Computer Science,priority,40,36,2,307,849,169253,3683,1224,18,474,35.3,1688.5
2025-04-20,Computer Science,priority,10,8,0,0,577,0,1453,2428,35,239,51.0,0.0
2025-04-22,Computer Science,interactive,34,31,1,110,991,28843,2157,1551,18,49,42.2,605.0
2025-04-24,Computer Science,interactive,38,34,2,460,602,104523,2517,2406,34,437,62.6,2530.0
2025-04-26,Computer Science,debug,16,14,0,144,793,26285,3169,1238,55,76,41.7,792.0
2025-04-28,Computer Science,debug,29,27,1,143,356,36699,4953,866,113,453,88.2,786.5
2025-04-28,Computer Science,cpu,36,35,0,112,917,13631,4616,2081,115,468,93.7,616.0
2025-05-02,Computer Science,cpu,15,14,0,324,121,122909,877,1448,23,458,59.3,1782.0
2025-05-04,Computer Science,gpu,39,33,1,257,110,68748,4515,495,42,214,52.5,1413.5
2025-05-06,Computer Science,gpu,29,27,1,481,42,276757,3095,1417,89,366,92.4,2645.5
2025-05-07,Computer Science,priority,18,16,0,75,869,13890,104,1973,30,432,89.7,412.5
2025-05-09,Computer Science,priority,37,35,0,177,129,49150,2101,648,81,467,77.7,973.5
2025-05-11,Computer Science,interactive,18,15,0,96,936,14737,2500,490,28,195,72.8,528.0
2025-05-13,Computer Science,interactive,2,1,0,345,239,68185,4603,751,35,265,33.0,1897.5
2025-05-15,Computer Science,debug,11,10,0,157,762,86920,4473,1547,70,384,87.2,863.5
2025-05-17,Computer Science,debug,21,19,0,492,531,290529,3950,1464,57,420,86.9,2706.0
2025-05-19,Computer Science,cpu,32,31,1,339,325,191693,430,2014,70,171,52.3,1864.5
2025-05-21,Computer Science,cpu,7,6,0,411,456,204147,4166,1016,97,213,62.2,2260.5
2025-05-23,Computer Science,gpu,23,22,1,41,863,7703,2295,535,2,296,44.5,225.5
2025-05-24,Computer Science,priority,22,21,1,6,128,1630,3368,1006,101,136,81.7,33.0
2025-05-26,Computer Science,priority,21,19,0,466,71,200731,2975,2153,118,250,66.8,2563.0
2025-05-28,Computer Science,interactive,41,35,3,425,696,171830,216,1089,117,297,50.4,2337.5
2025-05-28,Computer Science,interactive,42,40,2,421,737,68707,1787,958,54,43,90.1,2315.5
2025-06-02,Computer Science,debug,19,18,0,472,646,217955,1644,1841,22,30,59.2,2596.0
2025-06-04,Computer Science,debug,21,19,1,476,427,277334,2984,1931,1,474,49.7,2618.0
2025-06-06,Computer Science,cpu,33,29,0,455,382,170921,87,1612,61,210,78.2,2502.5
2025-06-08,Computer Science,cpu,10,8,0,457,621,166496,438,2111,59,251,92.5,2513.5
2025-06-10,Computer Science,gpu,15,13,0,453,601,165859,3252,1380,92,110,80.0,2491.5
2025-06-12,Computer Science,gpu,28,25,0,117,772,19758,1344,2282,107,366,48.7,643.5
2025-06-13,Computer Science,priority,17,14,0,300,658,81920,2170,1465,23,80,41.9,1650.0
2025-06-15,Computer Science,priority,11,10,0,299,629,39384,1863,795,73,268,46.6,1644.5
2025-06-17,Computer Science,interactive,17,15,1,419,861,86392,3082,904,50,392,67.1,2304.5
2025-06-19,Computer Science,interactive,10,9,0,132,18,40791,4673,1673,98,69,36.9,726.0
2025-06-21,Computer Science,debug,40,36,1,167,205,27668,412,685,102,283,79.6,918.5
2025-06-23,Computer Science,debug,7,6,0,154,196,19592,1175,1980,70,41,47.6,847.0
2025-06-25,Computer Science,cpu,43,39,0,131,29,52453,3547,1605,55,292,79.0,720.5
2025-06-27,Computer Science,cpu,37,33,0,12,826,5113,4711,2459,60,110,80.2,66.0
2025-06-28,Computer Science,gpu,13,11,0,123,690,23350,2588,703,68,467,36.8,676.5
2025-06-28,Computer Science,priority,30,26,1,142,692,79728,2638,2060,48,198,80.2,781.0
2025-07-02,Computer Science,priority,17,15,0,497,491,176678,2607,245,112,324,66.1,2733.5
2025-07-04,Computer Science,interactive,12,10,0,250,774,132766,3252,1402,17,39,33.3,1375.0
2025-07-06,Computer Science,interactive,35,31,1,464,920,175505,3837,1598,110,478,54.1,2552.0
2025-07-08,Computer Science,debug,34,29,0,288,752,49020,4245,831,107,18,71.3,1584.0
2025-07-10,Computer Science,debug,5,4,0,330,980,112194,3275,1518,3,286,38.2,1815.0
2025-07-12,Computer Science,cpu,24,21,0,228,647,89837,2122,708,30,188,66.9,1254.0
2025-07-14,Computer Science,cpu,46,42,1,134,413,24480,3935,1981,15,321,53.0,737.0
2025-07-16,Computer Science,gpu,47,44,3,197,768,23518,4526,997,73,163,82.5,1083.5
2025-07-18,Computer Science,gpu,39,34,2,266,242,84420,2868,1484,79,176,86.5,1463.0
2025-07-19,Computer Science,priority,12,11,0,383,414,187416,4327,2341,30,362,77.4,2106.5
2025-07-21,Computer Science,priority,45,38,0,74,689,25126,3809,862,21,188,54.7,407.0
2025-07-23,Computer Science,interactive,25,21,0,299,451,56740,1316,400,97,33,55.6,1644.5
2025-07-25,Computer Science,interactive,5,4,0,16,187,8996,3806,643,61,186,70.5,88.0
2025-07-27,Computer Science,debug,2,1,0,299,254,176358,3345,1042,70,236,79.6,1644.5
2025-07-28,Computer Science,debug,4,3,0,165,657,39643,4551,1682,30,117,52.0,907.5
2025-08-01,Computer Science,cpu,6,5,0,188,179,59873,1541,42,30,249,59.8,1034.0
2025-08-03,Computer Science,cpu,29,27,0,446,46,242014,4424,284,90,381,43.6,2453.0
2025-08-05,Computer Science,gpu,45,38,3,422,417,238904,2294,365,110,459,51.5,2321.0
2025-08-06,Computer Science,priority,22,20,0,298,16,116627,1381,1121,30,193,57.4,1639.0
2025-08-08,Computer Science,priority,48,45,3,298,796,102022,2981,1035,107,126,67.5,1639.0
2025-08-10,Computer Science,interactive,5,4,0,145,440,50331,3816,1057,61,111,74.3,797.5
2025-08-12,Computer Science,interactive,45,43,2,40,845,17517,4466,1200,27,331,43.2,220.0
2025-08-14,Computer Science,debug,22,21,1,149,622,24455,810,2345,45,413,75.6,819.5
2025-08-16,Computer Science,debug,30,26,1,459,365,194224,1153,1307,65,344,79.0,2524.5
2025-08-18,Computer Science,cpu,24,23,0,88,958,49770,344,1273,51,67,36.8,484.0
2025-08-20,Computer Science,cpu,48,46,2,217,721,75431,3994,674,31,412,62.6,1193.5
2025-08-22,Computer Science,gpu,4,3,0,164,573,61844,127,606,29,34,43.0,902.0
2025-08-24,Computer Science,gpu,19,17,1,65,223,17306,2735,1728,45,178,73.8,357.5
2025-08-25,Computer Science,priority,35,31,2,95,644,29776,4984,715,72,146,49.7,522.5
2025-08-27,Computer Science,priority,17,15,0,306,681,132076,2087,2377,45,469,58.3,1683.0
2025-08-28,Computer Science,interactive,48,46,2,290,319,74776,3538,98,80,315,88.5,1595.0
2025-09-01,Computer Science,interactive,35,32,2,83,903,23971,2949,474,84,157,70.2,456.5
2025-09-03,Computer Science,debug,28,25,1,269,499,54888,3946,181,61,444,94.4,1479.5
2025-09-05,Computer Science,debug,32,28,1,482,984,68288,1981,61,101,454,59.1,2651.0
2025-09-07,Computer Science,cpu,42,38,1,42,129,12291,1381,1060,2,68,80.1,231.0
2025-09-09,Computer Science,cpu,12,11,0,309,334,93572,1421,191,51,117,56.5,1699.5
2025-09-11,Computer Science,gpu,33,31,1,179,704,88186,3878,1541,31,419,94.5,984.5
2025-09-12,Computer Science,priority,22,19,1,153,896,23295,3218,1493,45,261,78.0,841.5
2025-09-14,Computer Science,priority,43,40,1,246,56,82761,728,1212,98,97,34.8,1353.0
2025-09-16,Computer Science,interactive,45,41,1,325,58,79860,821,10,61,390,90.2,1787.5
2025-09-18,Computer Science,interactive,9,7,0,87,777,33120,3875,27,62,35,49.1,478.5
2025-09-20,Computer Science,debug,49,46,1,426,112,146886,2491,1382,22,467,60.3,2343.0
2025-09-22,Computer Science,debug,48,47,3,393,708,206812,4270,2053,74,444,89.9,2161.5
2025-09-24,Computer Science,cpu,5,4,0,165,142,69687,3772,1499,94,61,79.5,907.5
2025-09-26,Computer Science,cpu,42,39,2,76,32,17737,1263,2157,90,426,31.7,418.0
2025-09-28,Computer Science,gpu,33,28,2,306,105,180308,3784,1851,15,80,70.2,1683.0
2025-09-28,Computer Science,gpu,44,37,2,92,78,14101,4851,1473,68,448,42.1,506.0
2025-10-01,Computer Science,priority,28,27,1,253,38,61673,718,139,69,21,76.6,1391.5
2025-10-03,Computer Science,priority,19,16,0,389,449,135683,1644,1477,99,301,46.3,2139.5
2025-10-05,Computer Science,interactive,45,40,2,319,539,99159,109,1792,4,384,60.7,1754.5
2025-10-07,Computer Science,interactive,24,21,0,407,679,77857,1244,1849,89,128,73.3,2238.5
2025-10-09,Computer Science,debug,3,2,0,36,995,10206,3441,2080,53,258,78.7,198.0
2025-10-11,Computer Science,debug,13,12,0,14,313,4387,2567,1772,31,226,83.8,77.0
2025-10-13,Computer Science,cpu,3,2,0,99,433,17032,3755,97,114,393,57.7,544.5
2025-10-15,Computer Science,cpu,46,39,2,241,814,104981,396,2216,89,406,64.0,1325.5
2025-10-17,Computer Science,gpu,46,40,3,360,509,113911,3949,2197,9,209,90.7,1980.0
2025-10-18,Computer Science,priority,24,22,0,68,426,30382,3091,1699,33,423,30.1,374.0
2025-10-20,Computer Science,priority,40,36,2,144,658,23520,1402,1969,119,380,85.3,792.0
2025-10-22,Computer Science,interactive,37,35,2,4,568,1793,3089,1584,119,180,31.0,22.0
2025-10-24,Computer Science,interactive,37,35,2,11,68,3843,493,2499,47,376,65.2,60.5
2025-10-26,Computer Science,debug,12,11,0,381,857,65493,3122,2203,17,115,58.6,2095.5
2025-10-28,Computer Science,debug,11,10,0,239,919,127613,2409,2120,32,319,43.4,1314.5
2025-10-28,Computer Science,cpu,44,41,3,237,10,72985,1923,174,106,315,64.8,1303.5
2025-11-02,Computer Science,cpu,40,37,0,491,823,102944,392,2470,23,17,76.3,2700.5
2025-11-04,Computer Science,gpu,26,23,1,208,488,33333,1165,883,102,153,87.1,1144.0
2025-11-06,Computer Science,gpu,26,24,1,389,193,93134,643,896,17,366,68.8,2139.5
2025-11-07,Computer Science,priority,46,39,1,313,92,92637,1513,1665,105,127,66.7,1721.5
2025-11-09,Computer Science,priority,49,47,2,163,745,89451,2075,922,90,325,71.0,896.5
2025-11-11,Computer Science,interactive,49,45,1,391,662,136886,3762,994,25,89,60.4,2150.5
2025-11-13,Computer Science,interactive,49,42,3,310,309,134295,725,1119,41,419,81.5,1705.0
2025-11-15,Computer Science,debug,5,4,0,48,397,16361,42,1314,115,197,33.5,264.0
2025-11-17,Computer Science,debug,44,39,3,327,307,164845,3235,1173,117,429,89.1,1798.5
2025-11-19,Computer Science,cpu,30,25,1,203,309,69841,776,413,112,181,75.2,1116.5
2025-11-21,Computer Science,cpu,1,0,0,184,647,52162,1841,1660,95,85,67.1,1012.0
2025-11-23,Computer Science,gpu,38,35,1,50,872,18975,109,2461,78,474,54.3,275.0
2025-11-24,Computer Science,priority,35,33,0,222,490,30521,143,527,115,239,45.9,1221.0
2025-11-26,Computer Science,priority,37,31,2,151,647,71739,4650,1325,26,269,52.7,830.5
2025-11-28,Computer Science,interactive,29,24,1,266,123,117227,2931,1751,73,44,94.8,1463.0
2025-11-28,Computer Science,interactive,42,39,1,287,753,60114,1704,18,28,303,83.4,1578.5
2025-12-02,Computer Science,debug,31,28,1,79,88,14419,4744,1379,73,10,93.2,434.5
2025-12-04,Computer Science,debug,40,37,1,497,444,127693,1984,1620,93,208,42.3,2733.5
2025-12-06,Computer Science,cpu,3,2,0,372,684,90042,264,2187,56,317,58.4,2046.0
2025-12-08,Computer Science,cpu,19,16,0,0,226,0,1087,955,100,362,81.0,0.0
2025-12-10,Computer Science,gpu,37,35,2,35,893,6624,2537,2106,32,56,94.1,192.5
2025-12-12,Computer Science,gpu,2,1,0,159,226,61597,509,2200,11,413,65.5,874.5
2025-12-13,Computer Science,priority,46,43,0,108,380,47580,3293,122,66,39,69.9,594.0
2025-12-15,Computer Science,priority,14,12,0,477,524,232996,3032,1876,1,260,76.4,2623.5
2025-12-17,Computer Science,interactive,25,21,1,17,567,7125,1695,294,107,302,73.3,93.5
2025-12-19,Computer Science,interactive,18,15,0,265,30,103993,1454,2484,38,384,63.8,1457.5
2025-12-21,Computer Science,debug,2,1,0,164,727,78979,3541,1648,99,12,76.5,902.0
2025-12-23,Computer Science,debug,12,10,0,74,720,17824,228,944,27,161,87.1,407.0
2025-12-25,Computer Science,cpu,8,6,0,286,857,170108,413,1613,8,340,71.2,1573.0
2025-12-27,Computer Science,cpu,17,15,1,342,443,179438,4257,565,15,93,76.1,1881.0
2025-12-28,Computer Science,gpu,30,29,1,214,311,57788,3153,1185,28,312,31.6,1177.0
2025-12-28,Computer Science,priority,2,1,0,49,840,23965,3863,1604,108,226,33.7,269.5
2025-01-02,Earth Sciences,priority,46,43,0,253,799,109117,2123,872,50,185,31.6,1391.5
2025-01-04,Earth Sciences,interactive,11,9,0,455,550,109346,1391,1492,74,447,75.1,2502.5
2025-01-06,Earth Sciences,interactive,41,37,1,79,995,27220,3227,1567,11,334,87.8,434.5
2025-01-08,Earth Sciences,debug,16,14,1,144,481,39190,432,74,114,203,47.1,792.0
2025-01-10,Earth Sciences,debug,29,25,1,61,421,28598,3942,631,18,175,79.3,335.5
2025-01-12,Earth Sciences,cpu,34,29,0,257,16,100091,3324,1560,87,43,69.9,1413.5
2025-01-14,Earth Sciences,cpu,20,17,1,259,157,142525,2875,113,116,82,54.3,1424.5
2025-01-16,Earth Sciences,gpu,49,44,2,58,62,25220,4562,2417,111,87,46.9,319.0
2025-01-18,Earth Sciences,gpu,44,42,1,32,965,7049,122,1433,83,476,76.6,176.0
2025-01-19,Earth Sciences,priority,1,0,0,196,33,93822,1675,1383,88,214,64.7,1078.0
2025-01-21,Earth Sciences,priority,40,34,0,56,308,24335,2062,1177,46,273,49.2,308.0
2025-01-23,Earth Sciences,interactive,20,18,1,28,884,6928,3515,645,114,87,37.1,154.0
2025-01-25,Earth Sciences,interactive,43,37,1,200,85,88576,1233,986,3,333,48.8,1100.0
2025-01-27,Earth Sciences,debug,40,37,0,20,397,3482,4079,195,102,427,52.0,110.0
2025-01-28,Earth Sciences,debug,16,14,0,208,505,95874,4695,1820,103,128,86.0,1144.0
2025-02-01,Earth Sciences,cpu,9,7,0,309,708,131496,505,1827,64,377,43.1,1699.5
2025-02-03,Earth Sciences,cpu,18,16,0,325,915,153821,4048,1827,72,78,94.8,1787.5
2025-02-05,Earth Sciences,gpu,48,42,1,133,235,75643,2755,87,84,160,80.6,731.5
2025-02-06,Earth Sciences,priority,10,9,0,213,285,25665,2163,2181,81,300,48.9,1171.5
2025-02-08,Earth Sciences,priority,8,7,0,433,308,190386,2554,211,49,433,73.5,2381.5
2025-02-10,Earth Sciences,interactive,28,24,0,67,498,35252,3078,670,24,443,39.2,368.5
2025-02-12,Earth Sciences,interactive,1,0,0,343,334,138559,2474,1418,82,94,41.7,1886.5
2025-02-14,Earth Sciences,debug,31,26,0,383,928,221630,2182,2052,74,231,78.2,2106.5
2025-02-16,Earth Sciences,debug,33,31,2,20,561,11757,4357,1451,6,462,63.4,110.0
2025-02-18,Earth Sciences,cpu,42,36,2,188,664,21222,4640,890,59,453,62.5,1034.0
2025-02-20,Earth Sciences,cpu,10,9,0,31,812,11394,4164,344,94,267,38.5,170.5
2025-02-22,Earth Sciences,gpu,41,38,1,226,137,64226,4799,103,68,60,34.3,1243.0
2025-02-24,Earth Sciences,gpu,10,8,0,236,946,90012,540,2027,2,22,40.9,1298.0
2025-02-25,Earth Sciences,priority,48,44,2,6,662,3217,2667,2131,31,310,67.5,33.0
2025-02-27,Earth Sciences,priority,44,40,0,22,973,2604,1167,1758,47,376,87.4,121.0
2025-02-28,Earth Sciences,interactive,46,43,3,312,567,87589,3767,2332,14,276,88.4,1716.0
2025-03-01,Earth Sciences,interactive,2,1,0,240,630,39757,4573,2207,79,364,77.5,1320.0
2025-03-03,Earth Sciences,debug,38,33,0,100,11,23689,2977,1752,32,303,87.2,550.0
2025-03-05,Earth Sciences,debug,14,12,0,108,453,54715,1284,908,56,373,77.6,594.0
2025-03-07,Earth Sciences,cpu,38,34,2,321,811,118329,1003,2277,79,391,91.1,1765.5
2025-03-09,Earth Sciences,cpu,36,32,0,411,987,53283,2122,2138,91,432,44.4,2260.5
2025-03-11,Earth Sciences,gpu,19,16,0,111,890,27187,4553,966,23,383,53.8,610.5
2025-03-12,Earth Sciences,priority,48,46,2,17,915,7277,1481,503,58,335,80.5,93.5
2025-03-14,Earth Sciences,priority,49,41,3,163,621,46058,1487,2467,70,133,48.0,896.5
2025-03-16,Earth Sciences,interactive,36,30,1,313,186,138045,4495,218,40,403,53.6,1721.5
2025-03-18,Earth Sciences,interactive,15,13,0,430,413,79476,4782,1179,2,423,75.9,2365.0
2025-03-20,Earth Sciences,debug,5,4,0,101,151,54771,1984,603,53,208,31.4,555.5
2025-03-22,Earth Sciences,debug,22,19,1,385,929,124637,1853,993,99,324,83.3,2117.5
2025-03-24,Earth Sciences,cpu,23,19,1,346,366,196060,2044,1048,87,244,80.1,1903.0
2025-03-26,Earth Sciences,cpu,15,14,0,139,592,44652,3888,251,67,434,81.7,764.5
2025-03-28,Earth Sciences,gpu,40,36,0,96,548,24243,4194,978,117,217,42.1,528.0
2025-03-28,Earth Sciences,gpu,44,42,1,290,221,83715,1361,1530,110,450,58.2,1595.0
2025-04-01,Earth Sciences,priority,11,9,0,138,652,77343,3316,889,36,373,62.5,759.0
2025-04-03,Earth Sciences,priority,35,30,1,146,637,25334,2503,40,40,394,70.8,803.0
2025-04-05,Earth Sciences,interactive,35,34,1,3,470,580,645,219,33,370,61.3,16.5
2025-04-07,Earth Sciences,interactive,40,36,0,416,581,108130,2630,1935,53,243,78.7,2288.0
2025-04-09,Earth Sciences,debug,29,27,0,309,86,92220,1597,141,38,235,71.0,1699.5
2025-04-11,Earth Sciences,debug,1,0,0,370,471,185237,68,120,72,14,75.1,2035.0
2025-04-13,Earth Sciences,cpu,30,26,2,450,919,152509,2325,986,71,219,82.2,2475.0
2025-04-15,Earth Sciences,cpu,36,33,0,215,505,53484,1558,672,36,337,54.4,1182.5
2025-04-17,Earth Sciences,gpu,30,26,1,371,98,62778,669,2181,81,49,78.3,2040.5
2025-04-18,Earth Sciences,priority,6,5,0,261,369,101932,4069,2485,22,244,81.0,1435.5
2025-04-20,Earth Sciences,priority,1,0,0,429,122,108733,4731,31,23,71,47.2,2359.5
2025-04-22,Earth Sciences,interactive,25,21,0,239,121,49584,1534,1199,73,62,82.4,1314.5
2025-04-24,Earth Sciences,interactive,19,16,0,369,391,42638,4969,2365,12,425,63.4,2029.5
2025-04-26,Earth Sciences,debug,35,31,2,189,614,31412,4622,679,33,216,73.3,1039.5
2025-04-28,Earth Sciences,debug,15,13,0,321,294,181337,3562,72,27,44,61.4,1765.5
2025-04-28,Earth Sciences,cpu,19,16,0,31,901,8808,4458,1551,28,380,32.2,170.5
2025-05-02,Earth Sciences,cpu,3,2,0,415,641,193803,292,1874,101,351,70.1,2282.5
2025-05-04,Earth Sciences,gpu,32,30,2,51,783,7809,2416,1264,24,419,31.2,280.5
2025-05-06,Earth Sciences,gpu,35,30,1,301,122,74292,1492,2201,97,178,46.8,1655.5
2025-05-07,Earth Sciences,priority,8,7,0,78,581,14582,4179,1524,17,177,89.1,429.0
2025-05-09,Earth Sciences,priority,15,13,0,460,978,82952,3383,1669,62,430,91.0,2530.0
2025-05-11,Earth Sciences,interactive,33,31,1,159,998,83760,441,524,77,284,35.1,874.5
2025-05-13,Earth Sciences,interactive,49,44,3,256,525,45567,2115,1923,11,158,65.3,1408.0
2025-05-15,Earth Sciences,debug,22,19,0,76,782,22556,2740,1346,71,42,59.7,418.0
2025-05-17,Earth Sciences,debug,12,11,0,128,954,40396,2808,1200,12,380,42.4,704.0
2025-05-19,Earth Sciences,cpu,18,15,0,237,102,77737,3081,2274,70,334,40.8,1303.5
2025-05-21,Earth Sciences,cpu,46,42,0,325,461,63953,4836,322,84,242,83.0,1787.5
2025-05-23,Earth Sciences,gpu,6,5,0,442,545,251752,4653,27,63,476,31.2,2431.0
2025-05-24,Earth Sciences,priority,3,2,0,332,764,181763,2074,1025,57,235,40.3,1826.0
2025-05-26,Earth Sciences,priority,15,13,0,465,842,172598,4544,1787,11,49,93.0,2557.5
2025-05-28,Earth Sciences,interactive,36,34,2,37,201,11374,3434,2340,42,363,66.6,203.5
2025-05-28,Earth Sciences,interactive,20,19,0,224,50,27817,4041,2140,110,109,78.4,1232.0
2025-06-02,Earth Sciences,debug,26,23,2,168,567,41359,1086,116,101,81,82.1,924.0
2025-06-04,Earth Sciences,debug,17,14,0,91,213,50204,4576,1643,17,134,80.1,500.5
2025-06-06,Earth Sciences,cpu,29,25,1,393,884,67969,3437,927,89,357,88.1,2161.5
2025-06-08,Earth Sciences,cpu,9,8,0,260,519,58412,2626,979,33,71,53.1,1430.0
2025-06-10,Earth Sciences,gpu,47,44,1,439,949,144573,2390,1738,85,343,49.8,2414.5
2025-06-12,Earth Sciences,gpu,31,28,1,165,272,37449,4628,1640,33,176,75.5,907.5
2025-06-13,Earth Sciences,priority,3,2,0,62,659,21883,268,912,96,119,48.2,341.0
2025-06-15,Earth Sciences,priority,21,18,0,427,246,204720,651,2269,12,125,46.9,2348.5
2025-06-17,Earth Sciences,interactive,15,13,0,31,194,11991,3187,911,49,186,54.4,170.5
2025-06-19,Earth Sciences,interactive,33,29,0,232,870,56965,3347,496,20,156,87.1,1276.0
2025-06-21,Earth Sciences,debug,9,8,0,378,224,101638,3048,1391,11,279,73.3,2079.0
2025-06-23,Earth Sciences,debug,48,42,0,404,235,159634,1240,2157,68,53,64.0,2222.0
2025-06-25,Earth Sciences,cpu,43,39,2,439,816,195082,1013,1284,16,107,64.5,2414.5
2025-06-27,Earth Sciences,cpu,29,28,0,495,371,63254,1127,1406,43,17,43.2,2722.5
2025-06-28,Earth Sciences,gpu,28,24,0,371,61,218078,4699,1158,41,326,48.3,2040.5
2025-06-28,Earth Sciences,priority,24,22,1,283,947,134251,4600,2314,18,126,75.1,1556.5
2025-07-02,Earth Sciences,priority,21,18,1,146,791,22949,468,472,76,168,48.3,803.0
2025-07-04,Earth Sciences,interactive,2,1,0,198,603,106628,454,1427,82,333,44.9,1089.0
2025-07-06,Earth Sciences,interactive,17,16,1,315,508,50397,4700,1496,83,406,83.1,1732.5
2025-07-08,Earth Sciences,debug,1,0,0,399,618,150876,314,1056,52,271,89.2,2194.5
2025-07-10,Earth Sciences,debug,27,25,0,70,702,33149,1499,1320,89,139,80.7,385.0
2025-07-12,Earth Sciences,cpu,42,37,1,194,143,85227,3388,1441,103,443,49.2,1067.0
2025-07-14,Earth Sciences,cpu,12,11,0,73,355,15704,673,1213,97,191,78.7,401.5
2025-07-16,Earth Sciences,gpu,2,1,0,453,814,108056,4208,362,101,281,86.6,2491.5
2025-07-18,Earth Sciences,gpu,30,25,2,208,994,62692,3224,2082,6,236,64.8,1144.0
2025-07-19,Earth Sciences,priority,40,34,2,49,596,9649,4062,325,82,381,89.7,269.5
2025-07-21,Earth Sciences,priority,38,33,2,142,743,82271,222,625,39,164,94.0,781.0
2025-07-23,Earth Sciences,interactive,19,18,0,27,136,13952,4278,46,54,449,46.5,148.5
2025-07-25,Earth Sciences,interactive,11,9,0,337,617,144413,4285,1157,103,106,39.8,1853.5
2025-07-27,Earth Sciences,debug,41,37,0,387,931,43257,2607,535,63,87,78.4,2128.5
2025-07-28,Earth Sciences,debug,28,24,1,466,343,178676,78,195,83,61,61.4,2563.0
2025-08-01,Earth Sciences,cpu,49,45,0,240,265,107309,637,1619,69,277,85.6,1320.0
2025-08-03,Earth Sciences,cpu,10,8,0,277,929,159286,1733,2340,108,102,34.8,1523.5
2025-08-05,Earth Sciences,gpu,10,9,0,313,696,80443,2083,1114,38,388,36.5,1721.5
2025-08-07,Earth Sciences,gpu,49,43,1,402,715,92512,2670,945,40,159,38.5,2211.0
2025-08-08,Earth Sciences,priority,5,4,0,102,358,23549,1074,1101,105,118,44.2,561.0
2025-08-10,Earth Sciences,interactive,8,7,0,20,321,11256,3624,1939,30,465,60.3,110.0
2025-08-12,Earth Sciences,interactive,25,21,1,279,884,136430,3808,478,69,320,55.0,1534.5
2025-08-14,Earth Sciences,debug,46,39,2,459,674,114437,3175,1798,98,290,52.4,2524.5
2025-08-16,Earth Sciences,debug,21,19,1,390,526,74780,232,1332,34,39,87.9,2145.0
2025-08-18,Earth Sciences,cpu,30,26,1,162,560,49100,3929,155,111,429,76.3,891.0
