Department,PI_Name,Total_GPU_Hours_FY2026,Total_CPU_Hours_FY2026,Storage_Used_TB,Peak_Concurrent_GPUs,Avg_Queue_Wait_Min,Avg_Job_Duration_Hr,Total_Jobs,Job_Success_PCT,Satisfaction,Budget_Contribution,_Sheet,Month,Month_Num,GPU_Hours,CPU_Hours,Jobs,Avg_Wait_Min,Peak_GPUs,Storage_Delta_TB,Avg_GPU_Util_PCT,Avg_Mem_Util_PCT,Preempted_Jobs,Failed_Jobs,Energy_kWh,Min_GPUs_Per_Node,Min_GPU_Memory_GB,Min_Network_Gbps,Min_Storage_GBps,Special_Requirements,Preferred_Priority,Files_M,New_Data_TB,Deleted_TB,Avg_File_KB,Software,Avg_Monthly_Sessions,Peak_Concurrent,Avg_Session_Hours,GPU_Hours_Monthly,CPU_Hours_Monthly,Avg_Wait_GPU_Min,Avg_Wait_CPU_Min,P95_Wait_GPU_Min,P99_Wait_GPU_Min,Jobs_Timed_Out,Jobs_Preempted,Category,Avg_Runtime_Hr,Avg_GPU_Util,Avg_Mem_GB,Avg_IB_GBps,Avg_Energy_kWh,Response_ID,Role,Top_Issue,Comment,Date,User_ID,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Max_Wait_Min,GPU_Util_Avg_PCT,Mem_Used_Avg_GB,Storage_Read_GB,Storage_Write_GB,IO_Wait_PCT,Network_GB,Overall_Score,Queue_Wait_Score,Storage_Score,Support_Score,GPU_Avail_Score,Comments,Sessions,Peak_Memory_GB
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,ParaView,7.0,37.0,0.7,4674.0,8171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,VMD,69.0,5.0,22.6,1081.0,7202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,Schrodinger,155.0,40.0,22.1,3675.0,1879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,R,28.0,25.0,10.0,227.0,973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,Jupyter,67.0,31.0,5.2,4790.0,5704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,STATA,101.0,4.0,8.0,741.0,3981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,CUDA Toolkit,182.0,22.0,3.6,2090.0,7159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,Intel OneAPI,18.0,6.0,8.2,3764.0,7417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,ARM Forge,82.0,10.0,4.3,1405.0,5608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,TotalView,154.0,36.0,21.2,3076.0,9213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,GenomicsToolkit,83.0,6.0,15.4,3238.0,1593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Research,,,,,,,,,,,,Software Usage,,,,,,,,,,,,,,,,,,,,,,,,Custom CUDA,78.0,28.0,8.6,2428.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics,,,,,,,,,,,,Wait Time Analysis,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11.0,107.0,150.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Science,,,,,,,,,,,,Wait Time Analysis,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,5.0,78.0,178.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering,,,,,,,,,,,,Wait Time Analysis,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.0,100.0,196.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Science,,,,,,,,,,,,Job Size Distribution,,,,,30160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-8_GPU,16.8,47.9,55.0,120.2,2750.0,,,,,,,,,,,,,,,,,,,,,,,,
Engineering,,,,,,,,,,3.0,,User Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB-010,Lab Manager,Storage I/O,The Lustre storage performance degrades significantly during peak hours (10am-4pm). Checkpoint I/O for our 64-GPU WRF simulations takes 3x longer than off-peak.,2026-05-11,,,,,,,,,,,,,,,,,,,
Computer Science,,,,,,,,,,3.0,,User Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB-046,Lab Manager,Queue waits,"MATLAB license availability is frequently a bottleneck. We often have 45 concurrent users competing for seats, but the system shows only 350 budgeted for FY2027.",2026-05-28,,,,,,,,,,,,,,,,,,,
Computer Science,,,,,,,,,,2.0,,User Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB-082,Lab Manager,GPU memory,The fair-share scheduling weights do not seem to reflect our department research expenditure. We contribute 22.1% of research funding but get lower priority than Physics.,2026-04-09,,,,,,,,,,,,,,,,,,,
Physics,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,2288.0,4871.0,,98.0,,,,,3.0,,12584.0,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,user_phy_02,19.0,18.0,1.0,211.0,69.8,466.0,373.0,746.0,9.9,7962.0,,,,,,,,
Physics,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,89.0,4919.0,,89.0,,,,,14.0,,489.5,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,,,,,,user_phy_05,228.0,210.0,23.0,189.0,43.9,307.0,989.0,689.0,7.5,4300.0,,,,,,,,
Physics,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,2849.0,3969.0,,117.0,,,,,2.0,,15669.5,,,,,,,,,,,,,,,,,,,,,,,,33.8,,,,,,,,,,user_phy_08,185.0,157.0,5.0,406.0,69.1,472.0,1125.0,692.0,22.9,7875.0,,,,,,,,
Physics,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,2354.0,7061.0,,111.0,,,,,4.0,,12947.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,user_phy_11,18.0,15.0,0.0,207.0,68.1,102.0,4388.0,1970.0,18.0,9857.0,,,,,,,,
Physics,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,380.0,5791.0,,70.0,,,,,3.0,,2090.0,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,user_phy_14,176.0,161.0,15.0,151.0,76.6,417.0,1369.0,1568.0,25.0,4988.0,,,,,,,,
Physics,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,2991.0,3152.0,,65.0,,,,,12.0,,16450.5,,,,,,,,,,,,,,,,,,,,,,,,47.3,,,,,,,,,,user_phy_17,231.0,215.0,5.0,352.0,85.6,458.0,3320.0,1930.0,3.6,7029.0,,,,,,,,
Biology,,,,,,,,,,,,User_Monthly_Detail,Jun,6.0,2773.0,6989.0,,79.0,,,,,10.0,,15251.5,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,user_bio_02,297.0,270.0,10.0,475.0,62.3,590.0,3299.0,1848.0,1.9,5578.0,,,,,,,,
Biology,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,6.0,6061.0,,106.0,,,,,10.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,user_bio_05,88.0,84.0,9.0,264.0,61.4,155.0,2455.0,2051.0,4.4,6592.0,,,,,,,,
Biology,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,910.0,2183.0,,115.0,,,,,2.0,,5005.0,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,,user_bio_08,12.0,10.0,0.0,311.0,33.4,390.0,780.0,1725.0,29.7,7830.0,,,,,,,,
Biology,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,2497.0,3017.0,,33.0,,,,,12.0,,13733.5,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,,,,,,user_bio_11,246.0,230.0,14.0,456.0,86.1,258.0,4053.0,1581.0,26.3,2790.0,,,,,,,,
Biology,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,1764.0,7767.0,,77.0,,,,,5.0,,9702.0,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,,,,,user_bio_14,209.0,188.0,12.0,470.0,85.5,332.0,4876.0,1089.0,19.8,9436.0,,,,,,,,
Chemistry,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,2517.0,668.0,,73.0,,,,,11.0,,13843.5,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,user_che_02,43.0,39.0,4.0,117.0,82.1,406.0,2242.0,941.0,12.6,1753.0,,,,,,,,
Chemistry,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,1592.0,7405.0,,67.0,,,,,6.0,,8756.0,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,,,,,,user_che_05,61.0,56.0,2.0,142.0,39.3,585.0,919.0,362.0,18.8,1813.0,,,,,,,,
Chemistry,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,1647.0,5088.0,,15.0,,,,,12.0,,9058.5,,,,,,,,,,,,,,,,,,,,,,,,26.3,,,,,,,,,,user_che_08,143.0,124.0,12.0,286.0,78.0,439.0,1058.0,1267.0,18.4,5352.0,,,,,,,,
Chemistry,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,995.0,1028.0,,57.0,,,,,0.0,,5472.5,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,user_che_11,118.0,101.0,6.0,177.0,27.4,671.0,3726.0,371.0,8.4,7187.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Jul,7.0,2706.0,4729.0,,66.0,,,,,1.0,,14883.0,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,user_com_02,292.0,255.0,13.0,452.0,28.3,554.0,2544.0,1400.0,5.7,675.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,2665.0,6960.0,,20.0,,,,,4.0,,14657.5,,,,,,,,,,,,,,,,,,,,,,,,37.9,,,,,,,,,,user_com_05,264.0,243.0,10.0,287.0,62.9,639.0,3280.0,1840.0,26.7,3322.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,985.0,7361.0,,80.0,,,,,11.0,,5417.5,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,user_com_08,225.0,203.0,19.0,292.0,53.9,386.0,1788.0,1843.0,29.8,2803.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,1183.0,7416.0,,113.0,,,,,4.0,,6506.5,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,user_com_11,119.0,108.0,13.0,151.0,47.1,456.0,4917.0,1262.0,1.2,6296.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,1819.0,5656.0,,92.0,,,,,11.0,,10004.5,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,user_com_14,46.0,42.0,4.0,281.0,76.5,333.0,3425.0,1479.0,22.9,4894.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,2065.0,6796.0,,56.0,,,,,1.0,,11357.5,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,user_com_17,77.0,65.0,2.0,186.0,33.0,202.0,1969.0,1171.0,8.3,9440.0,,,,,,,,
Computer Science,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,1110.0,4047.0,,63.0,,,,,1.0,,6105.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,user_com_20,291.0,278.0,20.0,180.0,86.4,681.0,2254.0,1375.0,1.2,8105.0,,,,,,,,
Earth Sciences,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,473.0,1411.0,,37.0,,,,,14.0,,2601.5,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,user_ear_03,212.0,191.0,4.0,26.0,39.4,61.0,1793.0,665.0,19.1,4245.0,,,,,,,,
Earth Sciences,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,1064.0,7756.0,,44.0,,,,,0.0,,5852.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,user_ear_06,70.0,62.0,7.0,17.0,70.9,300.0,3175.0,141.0,20.2,6840.0,,,,,,,,
Mathematics,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,1818.0,7526.0,,20.0,,,,,1.0,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,user_mat_01,22.0,19.0,1.0,423.0,49.2,415.0,3814.0,1735.0,26.8,4685.0,,,,,,,,
Mathematics,,,,,,,,,,,,User_Monthly_Detail,Aug,8.0,240.0,6513.0,,83.0,,,,,10.0,,1320.0,,,,,,,,,,,,,,,,,,,,,,,,18.1,,,,,,,,,,user_mat_04,55.0,47.0,6.0,406.0,43.1,584.0,4895.0,2236.0,22.8,3161.0,,,,,,,,
Engineering,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,726.0,889.0,,73.0,,,,,5.0,,3993.0,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,,,user_eng_01,147.0,128.0,11.0,423.0,50.7,352.0,568.0,551.0,27.8,7785.0,,,,,,,,
Engineering,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,2577.0,3665.0,,119.0,,,,,6.0,,14173.5,,,,,,,,,,,,,,,,,,,,,,,,40.3,,,,,,,,,,user_eng_04,138.0,123.0,5.0,404.0,82.3,324.0,1630.0,2012.0,12.1,4712.0,,,,,,,,
Engineering,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,1861.0,1742.0,,49.0,,,,,7.0,,10235.5,,,,,,,,,,,,,,,,,,,,,,,,39.8,,,,,,,,,,user_eng_07,63.0,53.0,4.0,222.0,60.6,53.0,2658.0,1876.0,19.2,1169.0,,,,,,,,
Engineering,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,1180.0,3242.0,,54.0,,,,,11.0,,6490.0,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,,,,,,,user_eng_10,7.0,6.0,0.0,218.0,49.3,379.0,812.0,1957.0,21.9,9367.0,,,,,,,,
Engineering,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,2489.0,5103.0,,60.0,,,,,6.0,,13689.5,,,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,,,,,user_eng_13,207.0,186.0,8.0,227.0,33.9,178.0,33.0,890.0,14.0,151.0,,,,,,,,
Medical Research,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,2958.0,5024.0,,82.0,,,,,0.0,,16269.0,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,user_med_02,150.0,146.0,9.0,400.0,32.0,632.0,2336.0,2460.0,12.7,1048.0,,,,,,,,
Medical Research,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,1994.0,7782.0,,114.0,,,,,14.0,,10967.0,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,user_med_05,62.0,57.0,3.0,203.0,40.7,128.0,3088.0,1571.0,22.3,1560.0,,,,,,,,
Medical Research,,,,,,,,,,,,User_Monthly_Detail,Sep,9.0,1842.0,3537.0,,111.0,,,,,13.0,,10131.0,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,user_med_08,222.0,216.0,17.0,361.0,32.0,158.0,2243.0,1249.0,17.7,3330.0,,,,,,,,
Medical Research,,,,,,,,,,,,Satisfaction_Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network latency,,,anon_009,,,,,,,,,,,5.0,4.0,2.0,5.0,4.0,MATLAB license availability is frequently a bottleneck.,,
Chemistry,,,,,,,,,,,,Satisfaction_Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheduling fairness,,,anon_046,,,,,,,,,,,3.0,4.0,4.0,4.0,5.0,Need at least 15-minute grace for checkpointing before preemption.,,
Biology,,,,,,,,,,,,Satisfaction_Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage I/O,,,anon_082,,,,,,,,,,,3.0,1.0,4.0,3.0,4.0,Our simulations assume 8-GPU node topology. Fewer GPUs would require code refactoring.,,
Biology,,,,,,,,,,,,Satisfaction_Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Licensing,,,anon_118,,,,,,,,,,,3.0,4.0,4.0,4.0,4.0,Need better real-time GPU monitoring tools per job.,,
Physics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,44.0,571.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,52.6,,,,,,,,,usr_phy_01,,,,,,,,,,,,,,,,,45.0,378.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,282.0,713.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.1,,,,,,,,,usr_phy_01,,,,,,,,,,,,,,,,,12.0,686.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,471.0,1581.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,26.8,,,,,,,,,usr_phy_02,,,,,,,,,,,,,,,,,38.0,104.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,May,,279.0,31.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,61.9,,,,,,,,,usr_phy_02,,,,,,,,,,,,,,,,,38.0,582.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,463.0,1157.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,26.7,,,,,,,,,usr_phy_03,,,,,,,,,,,,,,,,,41.0,296.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,196.0,1590.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,57.1,,,,,,,,,usr_phy_04,,,,,,,,,,,,,,,,,4.0,237.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,280.0,288.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,23.9,,,,,,,,,usr_phy_04,,,,,,,,,,,,,,,,,18.0,14.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,252.0,1057.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.1,,,,,,,,,usr_phy_05,,,,,,,,,,,,,,,,,22.0,651.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,415.0,1893.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,92.9,,,,,,,,,usr_phy_05,,,,,,,,,,,,,,,,,31.0,519.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,373.0,1299.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.0,,,,,,,,,usr_phy_05,,,,,,,,,,,,,,,,,31.0,612.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,223.0,639.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,63.8,,,,,,,,,usr_phy_06,,,,,,,,,,,,,,,,,25.0,388.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,486.0,249.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.8,,,,,,,,,usr_phy_06,,,,,,,,,,,,,,,,,9.0,676.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,205.0,1167.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,81.6,,,,,,,,,usr_phy_06,,,,,,,,,,,,,,,,,39.0,408.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,492.0,664.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,22.7,,,,,,,,,usr_phy_07,,,,,,,,,,,,,,,,,42.0,523.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,448.0,1681.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,48.7,,,,,,,,,usr_phy_07,,,,,,,,,,,,,,,,,42.0,474.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,4.0,482.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.1,,,,,,,,,usr_phy_08,,,,,,,,,,,,,,,,,6.0,163.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,May,,296.0,1175.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,61.5,,,,,,,,,usr_phy_08,,,,,,,,,,,,,,,,,5.0,338.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,247.0,1967.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.6,,,,,,,,,usr_phy_08,,,,,,,,,,,,,,,,,36.0,611.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,May,,73.0,1836.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,30.5,,,,,,,,,usr_phy_09,,,,,,,,,,,,,,,,,37.0,268.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,201.0,356.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,22.4,,,,,,,,,usr_phy_09,,,,,,,,,,,,,,,,,30.0,82.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,347.0,1292.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,23.1,,,,,,,,,usr_phy_10,,,,,,,,,,,,,,,,,18.0,79.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,236.0,35.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,54.8,,,,,,,,,usr_phy_10,,,,,,,,,,,,,,,,,31.0,421.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,198.0,1226.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,69.0,,,,,,,,,usr_phy_11,,,,,,,,,,,,,,,,,24.0,159.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,39.0,1956.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,92.2,,,,,,,,,usr_phy_11,,,,,,,,,,,,,,,,,27.0,402.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,221.0,216.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,41.9,,,,,,,,,usr_phy_12,,,,,,,,,,,,,,,,,18.0,49.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jul,,2.0,1133.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,78.1,,,,,,,,,usr_phy_12,,,,,,,,,,,,,,,,,23.0,641.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,111.0,810.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,73.2,,,,,,,,,usr_phy_12,,,,,,,,,,,,,,,,,38.0,629.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,282.0,1892.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.0,,,,,,,,,usr_phy_13,,,,,,,,,,,,,,,,,34.0,248.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jul,,112.0,1074.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,91.3,,,,,,,,,usr_phy_13,,,,,,,,,,,,,,,,,11.0,432.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,98.0,1691.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.4,,,,,,,,,usr_phy_14,,,,,,,,,,,,,,,,,19.0,430.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,78.0,922.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,77.4,,,,,,,,,usr_phy_14,,,,,,,,,,,,,,,,,20.0,69.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,386.0,622.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,68.3,,,,,,,,,usr_phy_14,,,,,,,,,,,,,,,,,4.0,176.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,288.0,629.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,56.0,,,,,,,,,usr_phy_14,,,,,,,,,,,,,,,,,38.0,172.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,May,,191.0,703.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.2,,,,,,,,,usr_phy_15,,,,,,,,,,,,,,,,,16.0,631.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,472.0,1906.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,68.8,,,,,,,,,usr_phy_15,,,,,,,,,,,,,,,,,43.0,23.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,272.0,673.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.7,,,,,,,,,usr_phy_15,,,,,,,,,,,,,,,,,24.0,385.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,May,,443.0,1264.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,28.0,,,,,,,,,usr_phy_16,,,,,,,,,,,,,,,,,16.0,493.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,279.0,1546.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.8,,,,,,,,,usr_phy_16,,,,,,,,,,,,,,,,,12.0,639.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,360.0,1565.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,57.0,,,,,,,,,usr_phy_16,,,,,,,,,,,,,,,,,45.0,186.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,440.0,931.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,23.0,,,,,,,,,usr_phy_17,,,,,,,,,,,,,,,,,4.0,477.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,142.0,746.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.8,,,,,,,,,usr_phy_18,,,,,,,,,,,,,,,,,36.0,186.0
