Category,Subcategory,FY2025_Actual,FY2026_Estimated,FY2027_Proposed,Notes,_Sheet,Item,Qty,Unit_Cost,Extended,Vendor,Quote,Lead_Weeks,Software,Type,Current,Budget,Renewal,Position,Salary,Benefits_30,Total,Month,IT_kWh,Cooling_kWh,Total_kWh,Demand_kW,Blended_Rate,Energy_Cost,Demand_Charge,Distribution,Total_Monthly,Year,FY,HW_Amortization,Power,Cooling,Staffing,Maintenance,Facility_Mods,Training,Contingency,Discount_Factor,Undiscounted_Total,NPV_Total,Budgeted,Actual,Variance,Accrued,Part_Number,Quantity,Extended_Cost,Delivery_Status,PO_Number,Invoice,Seats_Current,Seats_Used,Peak_Concurrent,License_Type,Fiscal_Year,Month_Num,Variance_PCT,GL_Account,Cost_Center,Fund_Code,Approval_Status,NPV_Discount,NPV_Monthly,FA_Rate_Applied,Direct_Cost_Base,Depreciation_Period_Years,Original_Cost,IT_Load_kW,Rate_per_kWh,Hours,kWh
Staffing,Sr SysAdmin (3),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,39758.25,42793.71,3035.46,,,,,,,,,,,,FY2026,11.0,7.6,63401.0,CC-WHPC-100,F-WHPC-2371,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,39758.25,32469.53,-7288.72,,,,,,,,,,,,FY2026,12.0,-18.3,61960.0,CC-WHPC-100,F-WHPC-5039,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,20258.33,22052.59,1794.25,,,,,,,,,,,,FY2026,1.0,8.9,67378.0,CC-WHPC-100,F-WHPC-3622,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,20258.33,23255.39,2997.06,,,,,,,,,,,,FY2026,2.0,14.8,60661.0,CC-WHPC-100,F-WHPC-6949,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,20258.33,18520.61,-1737.72,,,,,,,,,,,,FY2026,3.0,-8.6,61958.0,CC-WHPC-100,F-WHPC-9990,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,20258.33,16370.82,-3887.52,,,,,,,,,,,,FY2026,4.0,-19.2,62090.0,CC-WHPC-100,F-WHPC-8419,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,20258.33,20588.84,330.51,,,,,,,,,,,,FY2026,5.0,1.6,68563.0,CC-WHPC-100,F-WHPC-3438,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,20258.33,21461.27,1202.93,,,,,,,,,,,,FY2026,6.0,5.9,68953.0,CC-WHPC-100,F-WHPC-6504,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,20258.33,19279.14,-979.19,,,,,,,,,,,,FY2026,7.0,-4.8,67000.0,CC-WHPC-100,F-WHPC-2802,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,20258.33,17083.88,-3174.46,,,,,,,,,,,,FY2026,8.0,-15.7,62940.0,CC-WHPC-100,F-WHPC-2184,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,20258.33,23535.69,3277.36,,,,,,,,,,,,FY2026,9.0,16.2,60342.0,CC-WHPC-100,F-WHPC-4961,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,20258.33,19242.67,-1015.66,,,,,,,,,,,,FY2026,10.0,-5.0,64892.0,CC-WHPC-100,F-WHPC-1926,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,20258.33,18250.79,-2007.55,,,,,,,,,,,,FY2026,11.0,-9.9,64818.0,CC-WHPC-100,F-WHPC-5387,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,20258.33,16280.79,-3977.54,,,,,,,,,,,,FY2026,12.0,-19.6,61859.0,CC-WHPC-100,F-WHPC-5038,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,12458.33,14342.33,1884.0,,,,,,,,,,,,FY2026,1.0,15.1,61191.0,CC-WHPC-100,F-WHPC-1784,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,12458.33,14880.75,2422.42,,,,,,,,,,,,FY2026,2.0,19.4,61850.0,CC-WHPC-100,F-WHPC-7292,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,12458.33,14696.43,2238.1,,,,,,,,,,,,FY2026,3.0,18.0,69612.0,CC-WHPC-100,F-WHPC-5300,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,12458.33,14862.19,2403.86,,,,,,,,,,,,FY2026,4.0,19.3,60287.0,CC-WHPC-100,F-WHPC-7294,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,12458.33,14230.54,1772.2,,,,,,,,,,,,FY2026,5.0,14.2,64779.0,CC-WHPC-100,F-WHPC-8318,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,12458.33,14725.46,2267.13,,,,,,,,,,,,FY2026,6.0,18.2,69581.0,CC-WHPC-100,F-WHPC-3830,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,12458.33,12069.81,-388.53,,,,,,,,,,,,FY2026,7.0,-3.1,61835.0,CC-WHPC-100,F-WHPC-1433,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,12458.33,14214.17,1755.84,,,,,,,,,,,,FY2026,8.0,14.1,60089.0,CC-WHPC-100,F-WHPC-2148,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,12458.33,13340.8,882.46,,,,,,,,,,,,FY2026,9.0,7.1,66958.0,CC-WHPC-100,F-WHPC-2926,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,12458.33,11821.95,-636.38,,,,,,,,,,,,FY2026,10.0,-5.1,62065.0,CC-WHPC-100,F-WHPC-1145,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,12458.33,14264.9,1806.56,,,,,,,,,,,,FY2026,11.0,14.5,60334.0,CC-WHPC-100,F-WHPC-6742,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,12458.33,13194.84,736.5,,,,,,,,,,,,FY2026,12.0,5.9,67633.0,CC-WHPC-100,F-WHPC-6726,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,12783.33,14086.33,1303.0,,,,,,,,,,,,FY2026,1.0,10.2,69737.0,CC-WHPC-100,F-WHPC-6480,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,12783.33,10907.3,-1876.03,,,,,,,,,,,,FY2026,2.0,-14.7,62099.0,CC-WHPC-100,F-WHPC-8072,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,12783.33,10419.27,-2364.06,,,,,,,,,,,,FY2026,3.0,-18.5,65056.0,CC-WHPC-100,F-WHPC-6034,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,12783.33,11879.09,-904.24,,,,,,,,,,,,FY2026,4.0,-7.1,69246.0,CC-WHPC-100,F-WHPC-7152,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,12783.33,10374.27,-2409.06,,,,,,,,,,,,FY2026,5.0,-18.8,64252.0,CC-WHPC-100,F-WHPC-4004,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,12783.33,11961.4,-821.93,,,,,,,,,,,,FY2026,6.0,-6.4,64870.0,CC-WHPC-100,F-WHPC-2553,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,12783.33,13188.79,405.46,,,,,,,,,,,,FY2026,7.0,3.2,61721.0,CC-WHPC-100,F-WHPC-9611,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,12783.33,12793.25,9.92,,,,,,,,,,,,FY2026,8.0,0.1,61434.0,CC-WHPC-100,F-WHPC-3219,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,12783.33,15112.51,2329.18,,,,,,,,,,,,FY2026,9.0,18.2,66332.0,CC-WHPC-100,F-WHPC-2633,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,12783.33,11413.35,-1369.98,,,,,,,,,,,,FY2026,10.0,-10.7,65629.0,CC-WHPC-100,F-WHPC-9255,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,12783.33,13152.29,368.96,,,,,,,,,,,,FY2026,11.0,2.9,64236.0,CC-WHPC-100,F-WHPC-5564,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,12783.33,14485.32,1701.99,,,,,,,,,,,,FY2026,12.0,13.3,69775.0,CC-WHPC-100,F-WHPC-5153,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,11916.67,10291.22,-1625.45,,,,,,,,,,,,FY2026,1.0,-13.6,61855.0,CC-WHPC-100,F-WHPC-2656,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,11916.67,10370.63,-1546.03,,,,,,,,,,,,FY2026,2.0,-13.0,69541.0,CC-WHPC-100,F-WHPC-7231,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,11916.67,9679.01,-2237.66,,,,,,,,,,,,FY2026,3.0,-18.8,60631.0,CC-WHPC-100,F-WHPC-4991,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,11916.67,11247.63,-669.04,,,,,,,,,,,,FY2026,4.0,-5.6,63684.0,CC-WHPC-100,F-WHPC-3550,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,11916.67,12720.67,804.0,,,,,,,,,,,,FY2026,5.0,6.7,61922.0,CC-WHPC-100,F-WHPC-6624,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,11916.67,13623.24,1706.58,,,,,,,,,,,,FY2026,6.0,14.3,67154.0,CC-WHPC-100,F-WHPC-3628,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,11916.67,10058.55,-1858.12,,,,,,,,,,,,FY2026,7.0,-15.6,66066.0,CC-WHPC-100,F-WHPC-1674,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,11916.67,12661.75,745.08,,,,,,,,,,,,FY2026,8.0,6.3,67279.0,CC-WHPC-100,F-WHPC-8844,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,11916.67,11130.81,-785.86,,,,,,,,,,,,FY2026,9.0,-6.6,60491.0,CC-WHPC-100,F-WHPC-9826,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,11916.67,10337.26,-1579.4,,,,,,,,,,,,FY2026,10.0,-13.3,63966.0,CC-WHPC-100,F-WHPC-3568,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,11916.67,10249.05,-1667.62,,,,,,,,,,,,FY2026,11.0,-14.0,66654.0,CC-WHPC-100,F-WHPC-7092,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,11916.67,13471.26,1554.6,,,,,,,,,,,,FY2026,12.0,13.0,64538.0,CC-WHPC-100,F-WHPC-2673,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,16683.33,13875.42,-2807.92,,,,,,,,,,,,FY2026,1.0,-16.8,62883.0,CC-WHPC-100,F-WHPC-9839,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,16683.33,14568.4,-2114.93,,,,,,,,,,,,FY2026,2.0,-12.7,63361.0,CC-WHPC-100,F-WHPC-8218,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,16683.33,18582.49,1899.15,,,,,,,,,,,,FY2026,3.0,11.4,66379.0,CC-WHPC-100,F-WHPC-9728,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,16683.33,13748.91,-2934.42,,,,,,,,,,,,FY2026,4.0,-17.6,65229.0,CC-WHPC-100,F-WHPC-7370,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,16683.33,18092.85,1409.52,,,,,,,,,,,,FY2026,5.0,8.4,60033.0,CC-WHPC-100,F-WHPC-1714,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,16683.33,18731.96,2048.62,,,,,,,,,,,,FY2026,6.0,12.3,62696.0,CC-WHPC-100,F-WHPC-2149,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,16683.33,15424.36,-1258.97,,,,,,,,,,,,FY2026,7.0,-7.5,63995.0,CC-WHPC-100,F-WHPC-5735,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,16683.33,16019.81,-663.52,,,,,,,,,,,,FY2026,8.0,-4.0,69823.0,CC-WHPC-100,F-WHPC-7979,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,16683.33,16550.62,-132.71,,,,,,,,,,,,FY2026,9.0,-0.8,67743.0,CC-WHPC-100,F-WHPC-8649,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,16683.33,14022.46,-2660.87,,,,,,,,,,,,FY2026,10.0,-15.9,69970.0,CC-WHPC-100,F-WHPC-7060,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,16683.33,14850.33,-1833.0,,,,,,,,,,,,FY2026,11.0,-11.0,61671.0,CC-WHPC-100,F-WHPC-1856,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,16683.33,18894.63,2211.3,,,,,,,,,,,,FY2026,12.0,13.3,60989.0,CC-WHPC-100,F-WHPC-7479,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,6716.67,6150.18,-566.49,,,,,,,,,,,,FY2026,1.0,-8.4,68433.0,CC-WHPC-100,F-WHPC-4564,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,6716.67,6834.46,117.79,,,,,,,,,,,,FY2026,2.0,1.8,66816.0,CC-WHPC-100,F-WHPC-5192,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,6716.67,6789.49,72.82,,,,,,,,,,,,FY2026,3.0,1.1,66592.0,CC-WHPC-100,F-WHPC-1203,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,6716.67,5580.25,-1136.41,,,,,,,,,,,,FY2026,4.0,-16.9,64541.0,CC-WHPC-100,F-WHPC-2678,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,6716.67,7910.74,1194.07,,,,,,,,,,,,FY2026,5.0,17.8,66320.0,CC-WHPC-100,F-WHPC-7307,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,6716.67,8014.15,1297.48,,,,,,,,,,,,FY2026,6.0,19.3,67449.0,CC-WHPC-100,F-WHPC-3446,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,6716.67,6037.38,-679.29,,,,,,,,,,,,FY2026,7.0,-10.1,64823.0,CC-WHPC-100,F-WHPC-6571,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,6716.67,6260.25,-456.42,,,,,,,,,,,,FY2026,8.0,-6.8,65244.0,CC-WHPC-100,F-WHPC-3081,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,6716.67,6227.11,-489.55,,,,,,,,,,,,FY2026,9.0,-7.3,63533.0,CC-WHPC-100,F-WHPC-5431,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,6716.67,5651.48,-1065.19,,,,,,,,,,,,FY2026,10.0,-15.9,62440.0,CC-WHPC-100,F-WHPC-8816,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,6716.67,7406.06,689.4,,,,,,,,,,,,FY2026,11.0,10.3,62872.0,CC-WHPC-100,F-WHPC-9407,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,6716.67,6648.7,-67.96,,,,,,,,,,,,FY2026,12.0,-1.0,65368.0,CC-WHPC-100,F-WHPC-2106,Closed,,,48.0,,,,,,,
Operations,Travel,,,,,Historical_FY2026,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,2083.33,2435.11,351.78,,,,,,,,,,,,FY2026,2.0,16.9,66203.0,CC-WHPC-100,F-WHPC-4150,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,1.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,2.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,3.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,4.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,5.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,6.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,7.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,8.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,9.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,10.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,11.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Director,,,,,TCO_Projection,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,19310.33,0.0,0.0,,,,,,,,,,,,FY2027,12.0,0.0,,CC-WHPC-100,,Projected,1.0,19310.33,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,TCO_Projection,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,45721.92,0.0,0.0,,,,,,,,,,,,FY2027,1.0,0.0,,CC-WHPC-100,,Projected,1.0,45721.92,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,TCO_Projection,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,45721.92,0.0,0.0,,,,,,,,,,,,FY2027,2.0,0.0,,CC-WHPC-100,,Projected,1.0,45721.92,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,TCO_Projection,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,45721.92,0.0,0.0,,,,,,,,,,,,FY2027,3.0,0.0,,CC-WHPC-100,,Projected,1.0,45721.92,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,TCO_Projection,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,45721.92,0.0,0.0,,,,,,,,,,,,FY2027,4.0,0.0,,CC-WHPC-100,,Projected,1.0,45721.92,48.0,,,,,,,
