Config_Type,Name,Parameter,Value,Description,Last_Modified,Modified_By,Effective_Date,Change_Ticket
NodeHealth,hpc-gpu-072,Q4_FY2026,"uptime=98.95%,gpu_errors=7,temp_max=85C,power_avg=3725W,jobs=873,drain_hours=2.9",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-075,Q2_FY2026,"uptime=97.97%,gpu_errors=7,temp_max=76C,power_avg=3279W,jobs=1278,drain_hours=39.2",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-077,Q3_FY2026,"uptime=97.1%,gpu_errors=4,temp_max=84C,power_avg=3432W,jobs=809,drain_hours=31.6",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-080,Q1_FY2026,"uptime=99.9%,gpu_errors=13,temp_max=81C,power_avg=3629W,jobs=828,drain_hours=38.9",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-082,Q3_FY2026,"uptime=95.43%,gpu_errors=4,temp_max=81C,power_avg=3628W,jobs=449,drain_hours=47.6",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-085,Q1_FY2026,"uptime=96.78%,gpu_errors=0,temp_max=76C,power_avg=3158W,jobs=1628,drain_hours=5.5",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-087,Q3_FY2026,"uptime=98.49%,gpu_errors=9,temp_max=86C,power_avg=4204W,jobs=697,drain_hours=0.9",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-089,Q4_FY2026,"uptime=97.85%,gpu_errors=7,temp_max=83C,power_avg=3198W,jobs=249,drain_hours=11.2",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-092,Q2_FY2026,"uptime=95.07%,gpu_errors=5,temp_max=88C,power_avg=3472W,jobs=1496,drain_hours=1.5",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-094,Q4_FY2026,"uptime=99.66%,gpu_errors=5,temp_max=89C,power_avg=5138W,jobs=1225,drain_hours=6.5",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-cpu-001,Q2_FY2026,"uptime=98.81%,temp_max=66C,power_avg=906W,jobs=165,drain_hours=7.1",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-cpu-003,Q4_FY2026,"uptime=97.37%,temp_max=58C,power_avg=1073W,jobs=891,drain_hours=6.7",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-cpu-006,Q1_FY2026,"uptime=97.39%,temp_max=60C,power_avg=1046W,jobs=364,drain_hours=14.4",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-cpu-008,Q3_FY2026,"uptime=99.13%,temp_max=70C,power_avg=1134W,jobs=310,drain_hours=6.9",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-cpu-011,Q1_FY2026,"uptime=97.68%,temp_max=64C,power_avg=991W,jobs=474,drain_hours=3.7",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-cpu-013,Q3_FY2026,"uptime=97.91%,temp_max=58C,power_avg=1095W,jobs=134,drain_hours=11.2",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-cpu-016,Q1_FY2026,"uptime=97.73%,temp_max=67C,power_avg=874W,jobs=199,drain_hours=12.4",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-cpu-018,Q2_FY2026,"uptime=98.73%,temp_max=59C,power_avg=1018W,jobs=314,drain_hours=11.4",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-cpu-020,Q4_FY2026,"uptime=98.77%,temp_max=66C,power_avg=1173W,jobs=152,drain_hours=8.3",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-cpu-023,Q2_FY2026,"uptime=97.78%,temp_max=63C,power_avg=1121W,jobs=895,drain_hours=3.2",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-cpu-025,Q4_FY2026,"uptime=99.58%,temp_max=56C,power_avg=1199W,jobs=555,drain_hours=10.8",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-cpu-028,Q2_FY2026,"uptime=99.25%,temp_max=72C,power_avg=925W,jobs=109,drain_hours=14.4",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
SacctRecord,5096705,JobRecord,"user=user097,account=EarthSci,partition=preemptible,nodes=1,gpus=4,submit=2026-06-03T00:00,wait=95min,runtime=243590s,state=COMPLETED,exitcode=0,maxrss=268G,energy=1461kWh",Job 5096705 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,7803414,JobRecord,"user=user004,account=CS,partition=large,nodes=1,gpus=4,submit=2026-06-23T10:00,wait=133min,runtime=43105s,state=COMPLETED,exitcode=0,maxrss=81G,energy=258kWh",Job 7803414 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,6494973,JobRecord,"user=user102,account=EarthSci,partition=priority,nodes=8,gpus=64,submit=2026-06-01T17:00,wait=59min,runtime=90476s,state=COMPLETED,exitcode=102,maxrss=198G,energy=8685kWh",Job 6494973 sacct record,2026-06-01,slurmdbd,2026-06-01,AUTO
SacctRecord,3795891,JobRecord,"user=user022,account=Engineering,partition=preemptible,nodes=2,gpus=16,submit=2026-06-15T12:00,wait=105min,runtime=34077s,state=COMPLETED,exitcode=0,maxrss=204G,energy=817kWh",Job 3795891 sacct record,2026-06-15,slurmdbd,2026-06-15,AUTO
SacctRecord,6368220,JobRecord,"user=user098,account=Chemistry,partition=priority,nodes=1,gpus=8,submit=2026-06-03T18:00,wait=142min,runtime=25897s,state=COMPLETED,exitcode=73,maxrss=11G,energy=310kWh",Job 6368220 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,4972882,JobRecord,"user=user058,account=Engineering,partition=large,nodes=8,gpus=64,submit=2026-06-09T22:00,wait=9min,runtime=41078s,state=COMPLETED,exitcode=0,maxrss=704G,energy=3943kWh",Job 4972882 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,2555059,JobRecord,"user=user071,account=Physics,partition=large,nodes=8,gpus=64,submit=2026-06-15T04:00,wait=157min,runtime=187158s,state=COMPLETED,exitcode=0,maxrss=710G,energy=17967kWh",Job 2555059 sacct record,2026-06-15,slurmdbd,2026-06-15,AUTO
SacctRecord,6314036,JobRecord,"user=user116,account=EarthSci,partition=gpu,nodes=1,gpus=8,submit=2026-06-13T06:00,wait=78min,runtime=182504s,state=COMPLETED,exitcode=0,maxrss=892G,energy=2190kWh",Job 6314036 sacct record,2026-06-13,slurmdbd,2026-06-13,AUTO
SacctRecord,5924778,JobRecord,"user=user037,account=Physics,partition=priority,nodes=1,gpus=1,submit=2026-06-15T02:00,wait=8min,runtime=111144s,state=COMPLETED,exitcode=89,maxrss=610G,energy=166kWh",Job 5924778 sacct record,2026-06-15,slurmdbd,2026-06-15,AUTO
SacctRecord,9537713,JobRecord,"user=user113,account=Physics,partition=large,nodes=2,gpus=16,submit=2026-06-29T10:00,wait=57min,runtime=109477s,state=COMPLETED,exitcode=0,maxrss=47G,energy=2627kWh",Job 9537713 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,5376253,JobRecord,"user=user071,account=EarthSci,partition=priority,nodes=1,gpus=4,submit=2026-06-09T21:00,wait=39min,runtime=195806s,state=COMPLETED,exitcode=136,maxrss=710G,energy=1174kWh",Job 5376253 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,4888062,JobRecord,"user=user065,account=Math,partition=priority,nodes=2,gpus=16,submit=2026-06-12T00:00,wait=28min,runtime=256333s,state=CANCELLED,exitcode=0,maxrss=807G,energy=6151kWh",Job 4888062 sacct record,2026-06-12,slurmdbd,2026-06-12,AUTO
SacctRecord,1869176,JobRecord,"user=user056,account=CS,partition=large,nodes=1,gpus=2,submit=2026-06-02T16:00,wait=19min,runtime=238522s,state=COMPLETED,exitcode=0,maxrss=545G,energy=715kWh",Job 1869176 sacct record,2026-06-02,slurmdbd,2026-06-02,AUTO
SacctRecord,1763913,JobRecord,"user=user118,account=Biology,partition=large,nodes=1,gpus=1,submit=2026-06-09T19:00,wait=30min,runtime=10656s,state=COMPLETED,exitcode=135,maxrss=794G,energy=15kWh",Job 1763913 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,7156618,JobRecord,"user=user065,account=Biology,partition=preemptible,nodes=1,gpus=4,submit=2026-06-10T21:00,wait=152min,runtime=158730s,state=COMPLETED,exitcode=0,maxrss=897G,energy=952kWh",Job 7156618 sacct record,2026-06-10,slurmdbd,2026-06-10,AUTO
SacctRecord,2212512,JobRecord,"user=user075,account=Biology,partition=large,nodes=1,gpus=8,submit=2026-06-01T04:00,wait=164min,runtime=37461s,state=COMPLETED,exitcode=0,maxrss=351G,energy=449kWh",Job 2212512 sacct record,2026-06-01,slurmdbd,2026-06-01,AUTO
SacctRecord,6789063,JobRecord,"user=user105,account=Math,partition=gpu,nodes=1,gpus=4,submit=2026-06-14T07:00,wait=60min,runtime=151326s,state=COMPLETED,exitcode=0,maxrss=280G,energy=907kWh",Job 6789063 sacct record,2026-06-14,slurmdbd,2026-06-14,AUTO
SacctRecord,3902008,JobRecord,"user=user069,account=Math,partition=gpu,nodes=1,gpus=2,submit=2026-06-26T17:00,wait=135min,runtime=55618s,state=COMPLETED,exitcode=0,maxrss=868G,energy=166kWh",Job 3902008 sacct record,2026-06-26,slurmdbd,2026-06-26,AUTO
SacctRecord,1164253,JobRecord,"user=user091,account=MedRes,partition=preemptible,nodes=1,gpus=1,submit=2026-06-18T02:00,wait=12min,runtime=116537s,state=COMPLETED,exitcode=0,maxrss=462G,energy=174kWh",Job 1164253 sacct record,2026-06-18,slurmdbd,2026-06-18,AUTO
SacctRecord,5889807,JobRecord,"user=user008,account=Physics,partition=preemptible,nodes=4,gpus=32,submit=2026-06-21T18:00,wait=140min,runtime=208293s,state=FAILED,exitcode=0,maxrss=886G,energy=9998kWh",Job 5889807 sacct record,2026-06-21,slurmdbd,2026-06-21,AUTO
SacctRecord,1374990,JobRecord,"user=user024,account=MedRes,partition=large,nodes=1,gpus=8,submit=2026-06-19T11:00,wait=8min,runtime=223654s,state=COMPLETED,exitcode=0,maxrss=150G,energy=2683kWh",Job 1374990 sacct record,2026-06-19,slurmdbd,2026-06-19,AUTO
SacctRecord,8901846,JobRecord,"user=user074,account=Math,partition=gpu,nodes=1,gpus=4,submit=2026-06-05T21:00,wait=175min,runtime=111692s,state=COMPLETED,exitcode=99,maxrss=237G,energy=670kWh",Job 8901846 sacct record,2026-06-05,slurmdbd,2026-06-05,AUTO
SacctRecord,2962256,JobRecord,"user=user041,account=Math,partition=gpu,nodes=1,gpus=1,submit=2026-06-09T20:00,wait=145min,runtime=97133s,state=COMPLETED,exitcode=0,maxrss=289G,energy=145kWh",Job 2962256 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,7231037,JobRecord,"user=user042,account=CS,partition=gpu,nodes=1,gpus=1,submit=2026-06-28T07:00,wait=163min,runtime=147184s,state=FAILED,exitcode=0,maxrss=659G,energy=220kWh",Job 7231037 sacct record,2026-06-28,slurmdbd,2026-06-28,AUTO
SacctRecord,3656898,JobRecord,"user=user057,account=Math,partition=large,nodes=4,gpus=32,submit=2026-06-23T11:00,wait=132min,runtime=117186s,state=COMPLETED,exitcode=82,maxrss=354G,energy=5624kWh",Job 3656898 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,6296662,JobRecord,"user=user088,account=CS,partition=preemptible,nodes=8,gpus=64,submit=2026-06-03T06:00,wait=132min,runtime=244135s,state=COMPLETED,exitcode=0,maxrss=690G,energy=23436kWh",Job 6296662 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,8463303,JobRecord,"user=user048,account=Physics,partition=gpu,nodes=1,gpus=1,submit=2026-06-23T11:00,wait=164min,runtime=98666s,state=COMPLETED,exitcode=0,maxrss=499G,energy=147kWh",Job 8463303 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,5820932,JobRecord,"user=user059,account=CS,partition=large,nodes=1,gpus=8,submit=2026-06-19T11:00,wait=40min,runtime=195851s,state=COMPLETED,exitcode=0,maxrss=397G,energy=2350kWh",Job 5820932 sacct record,2026-06-19,slurmdbd,2026-06-19,AUTO
SacctRecord,7282427,JobRecord,"user=user101,account=Chemistry,partition=preemptible,nodes=8,gpus=64,submit=2026-06-09T16:00,wait=156min,runtime=200030s,state=FAILED,exitcode=0,maxrss=735G,energy=19202kWh",Job 7282427 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,5213474,JobRecord,"user=user088,account=Chemistry,partition=priority,nodes=1,gpus=2,submit=2026-06-29T13:00,wait=11min,runtime=155811s,state=COMPLETED,exitcode=0,maxrss=851G,energy=467kWh",Job 5213474 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,1376325,JobRecord,"user=user092,account=Math,partition=priority,nodes=4,gpus=32,submit=2026-06-29T17:00,wait=169min,runtime=210058s,state=COMPLETED,exitcode=0,maxrss=893G,energy=10082kWh",Job 1376325 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,8614143,JobRecord,"user=user090,account=Math,partition=gpu,nodes=1,gpus=2,submit=2026-06-10T19:00,wait=153min,runtime=15484s,state=COMPLETED,exitcode=0,maxrss=144G,energy=46kWh",Job 8614143 sacct record,2026-06-10,slurmdbd,2026-06-10,AUTO
SacctRecord,1970911,JobRecord,"user=user099,account=CS,partition=priority,nodes=2,gpus=16,submit=2026-06-10T00:00,wait=47min,runtime=218240s,state=OOM,exitcode=0,maxrss=254G,energy=5237kWh",Job 1970911 sacct record,2026-06-10,slurmdbd,2026-06-10,AUTO
SacctRecord,3454028,JobRecord,"user=user059,account=Chemistry,partition=priority,nodes=1,gpus=2,submit=2026-06-21T20:00,wait=177min,runtime=238541s,state=COMPLETED,exitcode=0,maxrss=24G,energy=715kWh",Job 3454028 sacct record,2026-06-21,slurmdbd,2026-06-21,AUTO
SacctRecord,6401183,JobRecord,"user=user048,account=Chemistry,partition=gpu,nodes=1,gpus=8,submit=2026-06-18T13:00,wait=179min,runtime=216759s,state=FAILED,exitcode=0,maxrss=197G,energy=2601kWh",Job 6401183 sacct record,2026-06-18,slurmdbd,2026-06-18,AUTO
SacctRecord,5956105,JobRecord,"user=user093,account=Math,partition=large,nodes=1,gpus=8,submit=2026-06-23T20:00,wait=23min,runtime=256853s,state=COMPLETED,exitcode=0,maxrss=201G,energy=3082kWh",Job 5956105 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,1703624,JobRecord,"user=user029,account=CS,partition=preemptible,nodes=4,gpus=32,submit=2026-06-23T09:00,wait=33min,runtime=124640s,state=COMPLETED,exitcode=39,maxrss=62G,energy=5982kWh",Job 1703624 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,6602831,JobRecord,"user=user083,account=Math,partition=priority,nodes=1,gpus=1,submit=2026-06-27T19:00,wait=147min,runtime=231917s,state=COMPLETED,exitcode=2,maxrss=427G,energy=347kWh",Job 6602831 sacct record,2026-06-27,slurmdbd,2026-06-27,AUTO
SacctRecord,2894999,JobRecord,"user=user044,account=Math,partition=priority,nodes=8,gpus=64,submit=2026-06-16T02:00,wait=38min,runtime=209279s,state=COMPLETED,exitcode=0,maxrss=786G,energy=20090kWh",Job 2894999 sacct record,2026-06-16,slurmdbd,2026-06-16,AUTO
SacctRecord,3790511,JobRecord,"user=user085,account=MedRes,partition=gpu,nodes=1,gpus=4,submit=2026-06-29T20:00,wait=105min,runtime=77233s,state=COMPLETED,exitcode=32,maxrss=349G,energy=463kWh",Job 3790511 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,3680120,JobRecord,"user=user039,account=Biology,partition=preemptible,nodes=1,gpus=4,submit=2026-06-12T10:00,wait=177min,runtime=1621s,state=COMPLETED,exitcode=25,maxrss=554G,energy=9kWh",Job 3680120 sacct record,2026-06-12,slurmdbd,2026-06-12,AUTO
SacctRecord,7477796,JobRecord,"user=user108,account=Biology,partition=gpu,nodes=1,gpus=2,submit=2026-06-26T11:00,wait=156min,runtime=258480s,state=COMPLETED,exitcode=0,maxrss=448G,energy=775kWh",Job 7477796 sacct record,2026-06-26,slurmdbd,2026-06-26,AUTO
SacctRecord,8050236,JobRecord,"user=user067,account=MedRes,partition=priority,nodes=4,gpus=32,submit=2026-06-03T10:00,wait=23min,runtime=177180s,state=COMPLETED,exitcode=0,maxrss=423G,energy=8504kWh",Job 8050236 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,2896460,JobRecord,"user=user006,account=Physics,partition=gpu,nodes=1,gpus=1,submit=2026-06-05T04:00,wait=92min,runtime=28623s,state=COMPLETED,exitcode=0,maxrss=187G,energy=42kWh",Job 2896460 sacct record,2026-06-05,slurmdbd,2026-06-05,AUTO
SacctRecord,3238514,JobRecord,"user=user086,account=Biology,partition=large,nodes=8,gpus=64,submit=2026-06-06T14:00,wait=44min,runtime=200673s,state=COMPLETED,exitcode=0,maxrss=124G,energy=19264kWh",Job 3238514 sacct record,2026-06-06,slurmdbd,2026-06-06,AUTO
SacctRecord,9719250,JobRecord,"user=user102,account=Chemistry,partition=gpu,nodes=8,gpus=64,submit=2026-06-14T17:00,wait=138min,runtime=13456s,state=COMPLETED,exitcode=0,maxrss=758G,energy=1291kWh",Job 9719250 sacct record,2026-06-14,slurmdbd,2026-06-14,AUTO
SacctRecord,5837924,JobRecord,"user=user051,account=MedRes,partition=preemptible,nodes=4,gpus=32,submit=2026-06-11T09:00,wait=171min,runtime=181877s,state=COMPLETED,exitcode=0,maxrss=222G,energy=8730kWh",Job 5837924 sacct record,2026-06-11,slurmdbd,2026-06-11,AUTO
SacctRecord,7581694,JobRecord,"user=user025,account=MedRes,partition=gpu,nodes=1,gpus=8,submit=2026-06-30T23:00,wait=171min,runtime=167171s,state=TIMEOUT,exitcode=0,maxrss=656G,energy=2006kWh",Job 7581694 sacct record,2026-06-30,slurmdbd,2026-06-30,AUTO
SacctRecord,8760771,JobRecord,"user=user075,account=MedRes,partition=priority,nodes=4,gpus=32,submit=2026-06-22T20:00,wait=86min,runtime=132495s,state=COMPLETED,exitcode=0,maxrss=157G,energy=6359kWh",Job 8760771 sacct record,2026-06-22,slurmdbd,2026-06-22,AUTO
SacctRecord,8715569,JobRecord,"user=user026,account=CS,partition=large,nodes=8,gpus=64,submit=2026-06-03T06:00,wait=136min,runtime=1730s,state=COMPLETED,exitcode=0,maxrss=347G,energy=166kWh",Job 8715569 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,7764172,JobRecord,"user=user102,account=EarthSci,partition=gpu,nodes=8,gpus=64,submit=2026-06-12T01:00,wait=83min,runtime=222428s,state=CANCELLED,exitcode=0,maxrss=546G,energy=21353kWh",Job 7764172 sacct record,2026-06-12,slurmdbd,2026-06-12,AUTO
SacctRecord,5096705,JobRecord,"user=user097,account=EarthSci,partition=preemptible,nodes=1,gpus=4,submit=2026-06-03T00:00,wait=95min,runtime=243590s,state=COMPLETED,exitcode=0,maxrss=268G,energy=1461kWh",Job 5096705 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,7803414,JobRecord,"user=user004,account=CS,partition=large,nodes=1,gpus=4,submit=2026-06-23T10:00,wait=133min,runtime=43105s,state=COMPLETED,exitcode=0,maxrss=81G,energy=258kWh",Job 7803414 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,6494973,JobRecord,"user=user102,account=EarthSci,partition=priority,nodes=8,gpus=64,submit=2026-06-01T17:00,wait=59min,runtime=90476s,state=COMPLETED,exitcode=102,maxrss=198G,energy=8685kWh",Job 6494973 sacct record,2026-06-01,slurmdbd,2026-06-01,AUTO
SacctRecord,3795891,JobRecord,"user=user022,account=Engineering,partition=preemptible,nodes=2,gpus=16,submit=2026-06-15T12:00,wait=105min,runtime=34077s,state=COMPLETED,exitcode=0,maxrss=204G,energy=817kWh",Job 3795891 sacct record,2026-06-15,slurmdbd,2026-06-15,AUTO
SacctRecord,6368220,JobRecord,"user=user098,account=Chemistry,partition=priority,nodes=1,gpus=8,submit=2026-06-03T18:00,wait=142min,runtime=25897s,state=COMPLETED,exitcode=73,maxrss=11G,energy=310kWh",Job 6368220 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,4972882,JobRecord,"user=user058,account=Engineering,partition=large,nodes=8,gpus=64,submit=2026-06-09T22:00,wait=9min,runtime=41078s,state=COMPLETED,exitcode=0,maxrss=704G,energy=3943kWh",Job 4972882 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,2555059,JobRecord,"user=user071,account=Physics,partition=large,nodes=8,gpus=64,submit=2026-06-15T04:00,wait=157min,runtime=187158s,state=COMPLETED,exitcode=0,maxrss=710G,energy=17967kWh",Job 2555059 sacct record,2026-06-15,slurmdbd,2026-06-15,AUTO
SacctRecord,6314036,JobRecord,"user=user116,account=EarthSci,partition=gpu,nodes=1,gpus=8,submit=2026-06-13T06:00,wait=78min,runtime=182504s,state=COMPLETED,exitcode=0,maxrss=892G,energy=2190kWh",Job 6314036 sacct record,2026-06-13,slurmdbd,2026-06-13,AUTO
SacctRecord,5924778,JobRecord,"user=user037,account=Physics,partition=priority,nodes=1,gpus=1,submit=2026-06-15T02:00,wait=8min,runtime=111144s,state=COMPLETED,exitcode=89,maxrss=610G,energy=166kWh",Job 5924778 sacct record,2026-06-15,slurmdbd,2026-06-15,AUTO
SacctRecord,9537713,JobRecord,"user=user113,account=Physics,partition=large,nodes=2,gpus=16,submit=2026-06-29T10:00,wait=57min,runtime=109477s,state=COMPLETED,exitcode=0,maxrss=47G,energy=2627kWh",Job 9537713 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,5376253,JobRecord,"user=user071,account=EarthSci,partition=priority,nodes=1,gpus=4,submit=2026-06-09T21:00,wait=39min,runtime=195806s,state=COMPLETED,exitcode=136,maxrss=710G,energy=1174kWh",Job 5376253 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,4888062,JobRecord,"user=user065,account=Math,partition=priority,nodes=2,gpus=16,submit=2026-06-12T00:00,wait=28min,runtime=256333s,state=CANCELLED,exitcode=0,maxrss=807G,energy=6151kWh",Job 4888062 sacct record,2026-06-12,slurmdbd,2026-06-12,AUTO
SacctRecord,1869176,JobRecord,"user=user056,account=CS,partition=large,nodes=1,gpus=2,submit=2026-06-02T16:00,wait=19min,runtime=238522s,state=COMPLETED,exitcode=0,maxrss=545G,energy=715kWh",Job 1869176 sacct record,2026-06-02,slurmdbd,2026-06-02,AUTO
SacctRecord,1763913,JobRecord,"user=user118,account=Biology,partition=large,nodes=1,gpus=1,submit=2026-06-09T19:00,wait=30min,runtime=10656s,state=COMPLETED,exitcode=135,maxrss=794G,energy=15kWh",Job 1763913 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,7156618,JobRecord,"user=user065,account=Biology,partition=preemptible,nodes=1,gpus=4,submit=2026-06-10T21:00,wait=152min,runtime=158730s,state=COMPLETED,exitcode=0,maxrss=897G,energy=952kWh",Job 7156618 sacct record,2026-06-10,slurmdbd,2026-06-10,AUTO
SacctRecord,2212512,JobRecord,"user=user075,account=Biology,partition=large,nodes=1,gpus=8,submit=2026-06-01T04:00,wait=164min,runtime=37461s,state=COMPLETED,exitcode=0,maxrss=351G,energy=449kWh",Job 2212512 sacct record,2026-06-01,slurmdbd,2026-06-01,AUTO
SacctRecord,6789063,JobRecord,"user=user105,account=Math,partition=gpu,nodes=1,gpus=4,submit=2026-06-14T07:00,wait=60min,runtime=151326s,state=COMPLETED,exitcode=0,maxrss=280G,energy=907kWh",Job 6789063 sacct record,2026-06-14,slurmdbd,2026-06-14,AUTO
SacctRecord,3902008,JobRecord,"user=user069,account=Math,partition=gpu,nodes=1,gpus=2,submit=2026-06-26T17:00,wait=135min,runtime=55618s,state=COMPLETED,exitcode=0,maxrss=868G,energy=166kWh",Job 3902008 sacct record,2026-06-26,slurmdbd,2026-06-26,AUTO
SacctRecord,1164253,JobRecord,"user=user091,account=MedRes,partition=preemptible,nodes=1,gpus=1,submit=2026-06-18T02:00,wait=12min,runtime=116537s,state=COMPLETED,exitcode=0,maxrss=462G,energy=174kWh",Job 1164253 sacct record,2026-06-18,slurmdbd,2026-06-18,AUTO
SacctRecord,5889807,JobRecord,"user=user008,account=Physics,partition=preemptible,nodes=4,gpus=32,submit=2026-06-21T18:00,wait=140min,runtime=208293s,state=FAILED,exitcode=0,maxrss=886G,energy=9998kWh",Job 5889807 sacct record,2026-06-21,slurmdbd,2026-06-21,AUTO
SacctRecord,1374990,JobRecord,"user=user024,account=MedRes,partition=large,nodes=1,gpus=8,submit=2026-06-19T11:00,wait=8min,runtime=223654s,state=COMPLETED,exitcode=0,maxrss=150G,energy=2683kWh",Job 1374990 sacct record,2026-06-19,slurmdbd,2026-06-19,AUTO
SacctRecord,8901846,JobRecord,"user=user074,account=Math,partition=gpu,nodes=1,gpus=4,submit=2026-06-05T21:00,wait=175min,runtime=111692s,state=COMPLETED,exitcode=99,maxrss=237G,energy=670kWh",Job 8901846 sacct record,2026-06-05,slurmdbd,2026-06-05,AUTO
SacctRecord,2962256,JobRecord,"user=user041,account=Math,partition=gpu,nodes=1,gpus=1,submit=2026-06-09T20:00,wait=145min,runtime=97133s,state=COMPLETED,exitcode=0,maxrss=289G,energy=145kWh",Job 2962256 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,7231037,JobRecord,"user=user042,account=CS,partition=gpu,nodes=1,gpus=1,submit=2026-06-28T07:00,wait=163min,runtime=147184s,state=FAILED,exitcode=0,maxrss=659G,energy=220kWh",Job 7231037 sacct record,2026-06-28,slurmdbd,2026-06-28,AUTO
SacctRecord,3656898,JobRecord,"user=user057,account=Math,partition=large,nodes=4,gpus=32,submit=2026-06-23T11:00,wait=132min,runtime=117186s,state=COMPLETED,exitcode=82,maxrss=354G,energy=5624kWh",Job 3656898 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,6296662,JobRecord,"user=user088,account=CS,partition=preemptible,nodes=8,gpus=64,submit=2026-06-03T06:00,wait=132min,runtime=244135s,state=COMPLETED,exitcode=0,maxrss=690G,energy=23436kWh",Job 6296662 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,8463303,JobRecord,"user=user048,account=Physics,partition=gpu,nodes=1,gpus=1,submit=2026-06-23T11:00,wait=164min,runtime=98666s,state=COMPLETED,exitcode=0,maxrss=499G,energy=147kWh",Job 8463303 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,5820932,JobRecord,"user=user059,account=CS,partition=large,nodes=1,gpus=8,submit=2026-06-19T11:00,wait=40min,runtime=195851s,state=COMPLETED,exitcode=0,maxrss=397G,energy=2350kWh",Job 5820932 sacct record,2026-06-19,slurmdbd,2026-06-19,AUTO
