Record_Type,Category,Subcategory,Fiscal_Year,Month,Month_Num,Budgeted_Amount,Actual_Amount,Variance,Variance_PCT,Accrued,Committed,Encumbered,GL_Account,Cost_Center,Fund_Code,PO_Number,Invoice_Number,Approval_Status,Notes
Grant_Usage,Research Grant,G-0078 (DARPA),FY2026,Aug,8,28685.26,5914.95,0.0,0.0,0.0,0.0,0.0,51069,CC-MEDI-113,F-DAR-8913,,Internal Allocation,Allocated,"GPU_Hours=1936,CPU_Hours=10434,Storage_TB=8.83,Department=Medical Research"
Grant_Usage,Research Grant,G-0079 (NASA),FY2026,May,5,13843.92,1995.45,0.0,0.0,0.0,0.0,0.0,55248,CC-MATH-191,F-NAS-6027,,Internal Allocation,Allocated,"GPU_Hours=568,CPU_Hours=6192,Storage_TB=8.37,Department=Mathematics"
Grant_Usage,Research Grant,G-0080 (NASA),FY2026,Mar,3,3846.33,22089.45,0.0,0.0,0.0,0.0,0.0,51583,CC-MEDI-156,F-NAS-5943,,Internal Allocation,Allocated,"GPU_Hours=7367,CPU_Hours=3032,Storage_TB=24.3,Department=Medical Research"
Grant_Usage,Research Grant,G-0080 (NASA),FY2026,Dec,12,3846.33,4995.45,0.0,0.0,0.0,0.0,0.0,51784,CC-MEDI-157,F-NAS-9912,,Internal Allocation,Allocated,"GPU_Hours=1392,CPU_Hours=13044,Storage_TB=22.85,Department=Medical Research"
Grant_Usage,Research Grant,G-0081 (AFOSR),FY2026,Sep,9,15284.96,5809.5,0.0,0.0,0.0,0.0,0.0,56510,CC-ENGI-166,F-AFO-7621,,Internal Allocation,Allocated,"GPU_Hours=1977,CPU_Hours=4567,Storage_TB=3.89,Department=Engineering"
Grant_Usage,Research Grant,G-0082 (NIH),FY2026,Jul,7,53500.38,21307.65,0.0,0.0,0.0,0.0,0.0,57062,CC-PHYS-194,F-NIH-8346,,Internal Allocation,Allocated,"GPU_Hours=7369,CPU_Hours=8578,Storage_TB=6.8,Department=Physics"
Grant_Usage,Research Grant,G-0083 (Private),FY2026,Apr,4,9574.01,8272.95,0.0,0.0,0.0,0.0,0.0,59052,CC-MATH-179,F-Pri-8899,,Internal Allocation,Allocated,"GPU_Hours=2683,CPU_Hours=5259,Storage_TB=13.92,Department=Mathematics"
Grant_Usage,Research Grant,G-0084 (ONR),FY2026,Feb,2,4712.81,16597.65,0.0,0.0,0.0,0.0,0.0,55547,CC-PHYS-178,F-ONR-9725,,Internal Allocation,Allocated,"GPU_Hours=5465,CPU_Hours=6748,Storage_TB=22.72,Department=Physics"
Grant_Usage,Research Grant,G-0084 (ONR),FY2026,Nov,11,4712.81,10849.35,0.0,0.0,0.0,0.0,0.0,56288,CC-PHYS-116,F-ONR-1917,,Internal Allocation,Allocated,"GPU_Hours=3701,CPU_Hours=9644,Storage_TB=6.7,Department=Physics"
Grant_Usage,Research Grant,G-0085 (AFOSR),FY2026,Sep,9,10861.0,10567.2,0.0,0.0,0.0,0.0,0.0,59085,CC-ENGI-113,F-AFO-7303,,Internal Allocation,Allocated,"GPU_Hours=3560,CPU_Hours=4687,Storage_TB=9.36,Department=Engineering"
Grant_Usage,Research Grant,G-0086 (NSF),FY2026,Jun,6,68575.09,5486.85,0.0,0.0,0.0,0.0,0.0,59975,CC-CHEM-156,F-NSF-3429,,Internal Allocation,Allocated,"GPU_Hours=1869,CPU_Hours=13863,Storage_TB=3.56,Department=Chemistry"
Grant_Usage,Research Grant,G-0087 (ONR),FY2026,Apr,4,715.44,19903.2,0.0,0.0,0.0,0.0,0.0,58496,CC-MEDI-177,F-ONR-7832,,Internal Allocation,Allocated,"GPU_Hours=6661,CPU_Hours=5036,Storage_TB=20.43,Department=Medical Research"
Grant_Usage,Research Grant,G-0088 (NSF),FY2026,Jan,1,35901.87,18673.5,0.0,0.0,0.0,0.0,0.0,54800,CC-EART-126,F-NSF-4917,,Internal Allocation,Allocated,"GPU_Hours=6341,CPU_Hours=14549,Storage_TB=13.37,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0088 (NSF),FY2026,Nov,11,35901.87,3349.8,0.0,0.0,0.0,0.0,0.0,58573,CC-EART-192,F-NSF-9228,,Internal Allocation,Allocated,"GPU_Hours=900,CPU_Hours=11306,Storage_TB=17.44,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0089 (NIH),FY2026,Aug,8,7326.48,21382.2,0.0,0.0,0.0,0.0,0.0,55974,CC-ENGI-125,F-NIH-3105,,Internal Allocation,Allocated,"GPU_Hours=7260,CPU_Hours=1681,Storage_TB=15.36,Department=Engineering"
Grant_Usage,Research Grant,G-0090 (NASA),FY2026,Jun,6,9482.56,9335.25,0.0,0.0,0.0,0.0,0.0,58214,CC-COMP-168,F-NAS-9829,,Internal Allocation,Allocated,"GPU_Hours=3063,CPU_Hours=11779,Storage_TB=13.46,Department=Computer Science"
Grant_Usage,Research Grant,G-0091 (NSF),FY2026,Mar,3,21217.56,22294.5,0.0,0.0,0.0,0.0,0.0,59643,CC-EART-190,F-NSF-3059,,Internal Allocation,Allocated,"GPU_Hours=7618,CPU_Hours=11262,Storage_TB=12.96,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0092 (NASA),FY2026,Jan,1,2993.28,7421.55,0.0,0.0,0.0,0.0,0.0,56984,CC-MATH-136,F-NAS-4109,,Internal Allocation,Allocated,"GPU_Hours=2539,CPU_Hours=6663,Storage_TB=4.12,Department=Mathematics"
Grant_Usage,Research Grant,G-0092 (NASA),FY2026,Oct,10,2993.28,13113.75,0.0,0.0,0.0,0.0,0.0,51462,CC-MATH-150,F-NAS-8701,,Internal Allocation,Allocated,"GPU_Hours=4424,CPU_Hours=1295,Storage_TB=11.23,Department=Mathematics"
Grant_Usage,Research Grant,G-0093 (AFOSR),FY2026,Aug,8,15566.7,12093.75,0.0,0.0,0.0,0.0,0.0,59494,CC-EART-155,F-AFO-5592,,Internal Allocation,Allocated,"GPU_Hours=4221,CPU_Hours=11953,Storage_TB=1.42,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0094 (DARPA),FY2026,May,5,33618.53,3215.4,0.0,0.0,0.0,0.0,0.0,51793,CC-COMP-165,F-DAR-5272,,Internal Allocation,Allocated,"GPU_Hours=955,CPU_Hours=1019,Storage_TB=10.97,Department=Computer Science"
Grant_Usage,Research Grant,G-0095 (NIH),FY2026,Mar,3,1674.02,1491.3,0.0,0.0,0.0,0.0,0.0,55410,CC-COMP-164,F-NIH-2479,,Internal Allocation,Allocated,"GPU_Hours=186,CPU_Hours=4371,Storage_TB=21.36,Department=Computer Science"
Grant_Usage,Research Grant,G-0095 (NIH),FY2026,Dec,12,1674.02,10093.95,0.0,0.0,0.0,0.0,0.0,54040,CC-COMP-130,F-NIH-6791,,Internal Allocation,Allocated,"GPU_Hours=3396,CPU_Hours=11655,Storage_TB=9.23,Department=Computer Science"
Grant_Usage,Research Grant,G-0096 (AFOSR),FY2026,Oct,10,2095.92,21762.0,0.0,0.0,0.0,0.0,0.0,53708,CC-COMP-114,F-AFO-6772,,Internal Allocation,Allocated,"GPU_Hours=7242,CPU_Hours=2556,Storage_TB=24.94,Department=Computer Science"
Grant_Usage,Research Grant,G-0097 (DOE),FY2026,Jul,7,2966.78,19640.4,0.0,0.0,0.0,0.0,0.0,51164,CC-MEDI-128,F-DOE-9309,,Internal Allocation,Allocated,"GPU_Hours=6586,CPU_Hours=10117,Storage_TB=19.34,Department=Medical Research"
Grant_Usage,Research Grant,G-0098 (AFOSR),FY2026,May,5,31244.67,17459.55,0.0,0.0,0.0,0.0,0.0,53080,CC-BIOL-116,F-AFO-9171,,Internal Allocation,Allocated,"GPU_Hours=5901,CPU_Hours=14265,Storage_TB=14.26,Department=Biology"
Grant_Usage,Research Grant,G-0099 (AFOSR),FY2026,Feb,2,5698.65,5174.1,0.0,0.0,0.0,0.0,0.0,53412,CC-BIOL-152,F-AFO-5322,,Internal Allocation,Allocated,"GPU_Hours=1533,CPU_Hours=13417,Storage_TB=17.89,Department=Biology"
Grant_Usage,Research Grant,G-0099 (AFOSR),FY2026,Nov,11,5698.65,5938.35,0.0,0.0,0.0,0.0,0.0,53991,CC-BIOL-154,F-AFO-5984,,Internal Allocation,Allocated,"GPU_Hours=1756,CPU_Hours=2509,Storage_TB=20.75,Department=Biology"
Grant_Usage,Research Grant,G-0100 (NSF),FY2026,Sep,9,2714.03,3769.2,0.0,0.0,0.0,0.0,0.0,50109,CC-COMP-171,F-NSF-7091,,Internal Allocation,Allocated,"GPU_Hours=1071,CPU_Hours=4758,Storage_TB=15.93,Department=Computer Science"
Grant_Usage,Research Grant,G-0101 (ONR),FY2026,Jun,6,1133.73,22055.4,0.0,0.0,0.0,0.0,0.0,53261,CC-PHYS-103,F-ONR-6820,,Internal Allocation,Allocated,"GPU_Hours=7701,CPU_Hours=4237,Storage_TB=2.39,Department=Physics"
Grant_Usage,Research Grant,G-0102 (Private),FY2026,Apr,4,26422.95,12013.2,0.0,0.0,0.0,0.0,0.0,58528,CC-MEDI-184,F-Pri-7331,,Internal Allocation,Allocated,"GPU_Hours=4146,CPU_Hours=3271,Storage_TB=4.38,Department=Medical Research"
Grant_Usage,Research Grant,G-0103 (NASA),FY2026,Jan,1,24389.97,13499.25,0.0,0.0,0.0,0.0,0.0,52950,CC-MATH-171,F-NAS-5888,,Internal Allocation,Allocated,"GPU_Hours=4420,CPU_Hours=2253,Storage_TB=20.05,Department=Mathematics"
Grant_Usage,Research Grant,G-0103 (NASA),FY2026,Nov,11,24389.97,23065.35,0.0,0.0,0.0,0.0,0.0,50820,CC-MATH-182,F-NAS-8075,,Internal Allocation,Allocated,"GPU_Hours=7963,CPU_Hours=8129,Storage_TB=8.24,Department=Mathematics"
Grant_Usage,Research Grant,G-0104 (DOE),FY2026,Aug,8,15479.99,17124.9,0.0,0.0,0.0,0.0,0.0,56358,CC-MATH-152,F-DOE-9681,,Internal Allocation,Allocated,"GPU_Hours=5644,CPU_Hours=10468,Storage_TB=23.1,Department=Mathematics"
Grant_Usage,Research Grant,G-0105 (DOE),FY2026,Jun,6,9653.96,4167.3,0.0,0.0,0.0,0.0,0.0,56684,CC-ENGI-163,F-DOE-7516,,Internal Allocation,Allocated,"GPU_Hours=1187,CPU_Hours=4971,Storage_TB=17.43,Department=Engineering"
Grant_Usage,Research Grant,G-0106 (DOE),FY2026,Mar,3,1402.46,5439.3,0.0,0.0,0.0,0.0,0.0,59225,CC-MEDI-148,F-DOE-7376,,Internal Allocation,Allocated,"GPU_Hours=1828,CPU_Hours=7751,Storage_TB=5.1,Department=Medical Research"
Grant_Usage,Research Grant,G-0107 (AFOSR),FY2026,Jan,1,2565.92,8344.65,0.0,0.0,0.0,0.0,0.0,57998,CC-BIOL-187,F-AFO-1728,,Internal Allocation,Allocated,"GPU_Hours=2888,CPU_Hours=3061,Storage_TB=2.53,Department=Biology"
Grant_Usage,Research Grant,G-0107 (AFOSR),FY2026,Oct,10,2565.92,2820.9,0.0,0.0,0.0,0.0,0.0,59951,CC-BIOL-168,F-AFO-1786,,Internal Allocation,Allocated,"GPU_Hours=602,CPU_Hours=8636,Storage_TB=24.56,Department=Biology"
Grant_Usage,Research Grant,G-0108 (NSF),FY2026,Aug,8,7151.83,637.2,0.0,0.0,0.0,0.0,0.0,59351,CC-PHYS-119,F-NSF-4332,,Internal Allocation,Allocated,"GPU_Hours=57,CPU_Hours=7883,Storage_TB=10.55,Department=Physics"
Grant_Usage,Research Grant,G-0109 (NASA),FY2026,May,5,31733.76,1509.6,0.0,0.0,0.0,0.0,0.0,54709,CC-PHYS-131,F-NAS-7798,,Internal Allocation,Allocated,"GPU_Hours=224,CPU_Hours=14808,Storage_TB=19.36,Department=Physics"
Grant_Usage,Research Grant,G-0110 (DOE),FY2026,Mar,3,4388.73,4827.6,0.0,0.0,0.0,0.0,0.0,54770,CC-PHYS-110,F-DOE-7908,,Internal Allocation,Allocated,"GPU_Hours=1647,CPU_Hours=13834,Storage_TB=2.97,Department=Physics"
Grant_Usage,Research Grant,G-0110 (DOE),FY2026,Dec,12,4388.73,1944.15,0.0,0.0,0.0,0.0,0.0,57802,CC-PHYS-125,F-DOE-4486,,Internal Allocation,Allocated,"GPU_Hours=628,CPU_Hours=6963,Storage_TB=3.43,Department=Physics"
Grant_Usage,Research Grant,G-0111 (NIH),FY2026,Oct,10,49703.6,21584.25,0.0,0.0,0.0,0.0,0.0,58260,CC-CHEM-177,F-NIH-9570,,Internal Allocation,Allocated,"GPU_Hours=7422,CPU_Hours=13796,Storage_TB=9.59,Department=Chemistry"
Grant_Usage,Research Grant,G-0112 (ONR),FY2026,Jul,7,12602.19,13448.55,0.0,0.0,0.0,0.0,0.0,50529,CC-ENGI-181,F-ONR-3714,,Internal Allocation,Allocated,"GPU_Hours=4640,CPU_Hours=1553,Storage_TB=4.99,Department=Engineering"
Grant_Usage,Research Grant,G-0113 (AFOSR),FY2026,May,5,2864.4,7001.4,0.0,0.0,0.0,0.0,0.0,58319,CC-CHEM-170,F-AFO-1812,,Internal Allocation,Allocated,"GPU_Hours=2321,CPU_Hours=884,Storage_TB=8.59,Department=Chemistry"
Grant_Usage,Research Grant,G-0114 (NASA),FY2026,Feb,2,55268.83,5627.7,0.0,0.0,0.0,0.0,0.0,59585,CC-MEDI-100,F-NAS-2272,,Internal Allocation,Allocated,"GPU_Hours=1683,CPU_Hours=7324,Storage_TB=18.47,Department=Medical Research"
Grant_Usage,Research Grant,G-0114 (NASA),FY2026,Dec,12,55268.83,6858.75,0.0,0.0,0.0,0.0,0.0,58184,CC-MEDI-112,F-NAS-6425,,Internal Allocation,Allocated,"GPU_Hours=2369,CPU_Hours=4932,Storage_TB=2.38,Department=Medical Research"
Grant_Usage,Research Grant,G-0115 (Private),FY2026,Sep,9,59470.17,15449.7,0.0,0.0,0.0,0.0,0.0,57790,CC-ENGI-193,F-Pri-9761,,Internal Allocation,Allocated,"GPU_Hours=5171,CPU_Hours=7225,Storage_TB=15.83,Department=Engineering"
Grant_Usage,Research Grant,G-0116 (DARPA),FY2026,Jun,6,3563.18,18994.05,0.0,0.0,0.0,0.0,0.0,54287,CC-EART-163,F-DAR-6947,,Internal Allocation,Allocated,"GPU_Hours=6291,CPU_Hours=13826,Storage_TB=23.66,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0117 (DOE),FY2026,Apr,4,8256.3,9987.6,0.0,0.0,0.0,0.0,0.0,52278,CC-PHYS-154,F-DOE-8324,,Internal Allocation,Allocated,"GPU_Hours=3485,CPU_Hours=6428,Storage_TB=1.23,Department=Physics"
Grant_Usage,Research Grant,G-0118 (ONR),FY2026,Jan,1,9912.94,8790.9,0.0,0.0,0.0,0.0,0.0,52997,CC-MATH-165,F-ONR-6251,,Internal Allocation,Allocated,"GPU_Hours=2956,CPU_Hours=12460,Storage_TB=8.14,Department=Mathematics"
Grant_Usage,Research Grant,G-0118 (ONR),FY2026,Nov,11,9912.94,14802.75,0.0,0.0,0.0,0.0,0.0,55894,CC-MATH-164,F-ONR-5746,,Internal Allocation,Allocated,"GPU_Hours=5082,CPU_Hours=7639,Storage_TB=7.09,Department=Mathematics"
Grant_Usage,Research Grant,G-0119 (ONR),FY2026,Aug,8,60508.17,11200.35,0.0,0.0,0.0,0.0,0.0,56416,CC-COMP-161,F-ONR-2190,,Internal Allocation,Allocated,"GPU_Hours=3617,CPU_Hours=7736,Storage_TB=19.82,Department=Computer Science"
Grant_Usage,Research Grant,G-0120 (DOE),FY2026,Jun,6,15729.6,7723.2,0.0,0.0,0.0,0.0,0.0,55852,CC-CHEM-135,F-DOE-9663,,Internal Allocation,Allocated,"GPU_Hours=2348,CPU_Hours=3097,Storage_TB=22.92,Department=Chemistry"
Grant_Usage,Research Grant,G-0121 (Private),FY2026,Mar,3,5270.37,22399.65,0.0,0.0,0.0,0.0,0.0,50677,CC-PHYS-122,F-Pri-9631,,Internal Allocation,Allocated,"GPU_Hours=7548,CPU_Hours=13002,Storage_TB=19.73,Department=Physics"
Grant_Usage,Research Grant,G-0122 (AFOSR),FY2026,Jan,1,1325.29,891.3,0.0,0.0,0.0,0.0,0.0,53769,CC-PHYS-104,F-AFO-6992,,Internal Allocation,Allocated,"GPU_Hours=113,CPU_Hours=10047,Storage_TB=12.65,Department=Physics"
Grant_Usage,Research Grant,G-0122 (AFOSR),FY2026,Oct,10,1325.29,4547.4,0.0,0.0,0.0,0.0,0.0,57256,CC-PHYS-182,F-AFO-7950,,Internal Allocation,Allocated,"GPU_Hours=1378,CPU_Hours=8140,Storage_TB=13.78,Department=Physics"
Grant_Usage,Research Grant,G-0123 (DOE),FY2026,Aug,8,5451.58,10587.0,0.0,0.0,0.0,0.0,0.0,56809,CC-MATH-149,F-DOE-4092,,Internal Allocation,Allocated,"GPU_Hours=3431,CPU_Hours=10917,Storage_TB=17.97,Department=Mathematics"
Grant_Usage,Research Grant,G-0124 (DOE),FY2026,May,5,14753.86,11501.1,0.0,0.0,0.0,0.0,0.0,56648,CC-PHYS-122,F-DOE-8330,,Internal Allocation,Allocated,"GPU_Hours=3918,CPU_Hours=8702,Storage_TB=7.44,Department=Physics"
Grant_Usage,Research Grant,G-0125 (DOE),FY2026,Mar,3,8657.04,17107.05,0.0,0.0,0.0,0.0,0.0,58013,CC-EART-111,F-DOE-2081,,Internal Allocation,Allocated,"GPU_Hours=5753,CPU_Hours=3067,Storage_TB=15.8,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0125 (DOE),FY2026,Dec,12,8657.04,18235.5,0.0,0.0,0.0,0.0,0.0,54278,CC-EART-135,F-DOE-8987,,Internal Allocation,Allocated,"GPU_Hours=6262,CPU_Hours=12936,Storage_TB=8.64,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0126 (ONR),FY2026,Oct,10,2851.19,5350.65,0.0,0.0,0.0,0.0,0.0,59677,CC-COMP-123,F-ONR-1333,,Internal Allocation,Allocated,"GPU_Hours=1633,CPU_Hours=8179,Storage_TB=15.48,Department=Computer Science"
Grant_Usage,Research Grant,G-0127 (ONR),FY2026,Jul,7,38257.48,20142.75,0.0,0.0,0.0,0.0,0.0,52844,CC-PHYS-138,F-ONR-8367,,Internal Allocation,Allocated,"GPU_Hours=6887,CPU_Hours=3091,Storage_TB=11.44,Department=Physics"
Grant_Usage,Research Grant,G-0128 (DARPA),FY2026,May,5,51924.64,8604.45,0.0,0.0,0.0,0.0,0.0,53478,CC-ENGI-119,F-DAR-8302,,Internal Allocation,Allocated,"GPU_Hours=2979,CPU_Hours=1463,Storage_TB=2.54,Department=Engineering"
Grant_Usage,Research Grant,G-0129 (DOE),FY2026,Feb,2,2971.21,9056.55,0.0,0.0,0.0,0.0,0.0,56109,CC-PHYS-187,F-DOE-5495,,Internal Allocation,Allocated,"GPU_Hours=3068,CPU_Hours=12386,Storage_TB=6.95,Department=Physics"
Grant_Usage,Research Grant,G-0129 (DOE),FY2026,Dec,12,2971.21,7498.95,0.0,0.0,0.0,0.0,0.0,57790,CC-PHYS-189,F-DOE-3984,,Internal Allocation,Allocated,"GPU_Hours=2407,CPU_Hours=13538,Storage_TB=14.2,Department=Physics"
Grant_Usage,Research Grant,G-0130 (NASA),FY2026,Sep,9,10438.32,18787.8,0.0,0.0,0.0,0.0,0.0,56153,CC-EART-123,F-NAS-9193,,Internal Allocation,Allocated,"GPU_Hours=6383,CPU_Hours=144,Storage_TB=13.25,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0131 (NSF),FY2026,Jul,7,2137.58,19230.0,0.0,0.0,0.0,0.0,0.0,56969,CC-EART-179,F-NSF-4526,,Internal Allocation,Allocated,"GPU_Hours=6706,CPU_Hours=9534,Storage_TB=2.62,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0132 (NASA),FY2026,Apr,4,7686.89,9195.45,0.0,0.0,0.0,0.0,0.0,59056,CC-ENGI-154,F-NAS-9254,,Internal Allocation,Allocated,"GPU_Hours=2953,CPU_Hours=13784,Storage_TB=17.32,Department=Engineering"
Grant_Usage,Research Grant,G-0133 (AFOSR),FY2026,Jan,1,2493.18,4366.5,0.0,0.0,0.0,0.0,0.0,58951,CC-COMP-167,F-AFO-6829,,Internal Allocation,Allocated,"GPU_Hours=1213,CPU_Hours=978,Storage_TB=20.21,Department=Computer Science"
Grant_Usage,Research Grant,G-0133 (AFOSR),FY2026,Nov,11,2493.18,14568.6,0.0,0.0,0.0,0.0,0.0,59581,CC-COMP-198,F-AFO-8178,,Internal Allocation,Allocated,"GPU_Hours=5024,CPU_Hours=9384,Storage_TB=5.56,Department=Computer Science"
Grant_Usage,Research Grant,G-0134 (NSF),FY2026,Aug,8,7730.38,8248.8,0.0,0.0,0.0,0.0,0.0,54811,CC-EART-179,F-NSF-8733,,Internal Allocation,Allocated,"GPU_Hours=2756,CPU_Hours=4257,Storage_TB=8.76,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0135 (DARPA),FY2026,Jun,6,24852.9,13618.5,0.0,0.0,0.0,0.0,0.0,55620,CC-EART-141,F-DAR-8701,,Internal Allocation,Allocated,"GPU_Hours=4708,CPU_Hours=12562,Storage_TB=4.46,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0136 (AFOSR),FY2026,Mar,3,7657.65,8407.95,0.0,0.0,0.0,0.0,0.0,58319,CC-PHYS-190,F-AFO-1622,,Internal Allocation,Allocated,"GPU_Hours=2824,CPU_Hours=6081,Storage_TB=7.99,Department=Physics"
Grant_Usage,Research Grant,G-0137 (AFOSR),FY2026,Jan,1,3346.48,19609.65,0.0,0.0,0.0,0.0,0.0,53177,CC-COMP-122,F-AFO-5614,,Internal Allocation,Allocated,"GPU_Hours=6501,CPU_Hours=1917,Storage_TB=24.04,Department=Computer Science"
Grant_Usage,Research Grant,G-0137 (AFOSR),FY2026,Oct,10,3346.48,5201.55,0.0,0.0,0.0,0.0,0.0,57709,CC-COMP-105,F-AFO-5646,,Internal Allocation,Allocated,"GPU_Hours=1431,CPU_Hours=7499,Storage_TB=24.96,Department=Computer Science"
Grant_Usage,Research Grant,G-0138 (NSF),FY2026,Aug,8,2362.52,4197.9,0.0,0.0,0.0,0.0,0.0,59913,CC-EART-151,F-NSF-1591,,Internal Allocation,Allocated,"GPU_Hours=1145,CPU_Hours=3448,Storage_TB=20.77,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0139 (NSF),FY2026,May,5,1615.28,1522.05,0.0,0.0,0.0,0.0,0.0,53073,CC-EART-113,F-NSF-3653,,Internal Allocation,Allocated,"GPU_Hours=196,CPU_Hours=6430,Storage_TB=21.41,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0140 (DOE),FY2026,Mar,3,16004.18,4674.75,0.0,0.0,0.0,0.0,0.0,50380,CC-ENGI-192,F-DOE-7674,,Internal Allocation,Allocated,"GPU_Hours=1432,CPU_Hours=1518,Storage_TB=13.19,Department=Engineering"
Grant_Usage,Research Grant,G-0140 (DOE),FY2026,Dec,12,16004.18,18997.95,0.0,0.0,0.0,0.0,0.0,57275,CC-ENGI-106,F-DOE-9283,,Internal Allocation,Allocated,"GPU_Hours=6563,CPU_Hours=1639,Storage_TB=6.52,Department=Engineering"
Grant_Usage,Research Grant,G-0141 (NASA),FY2026,Oct,10,9307.14,5370.9,0.0,0.0,0.0,0.0,0.0,55196,CC-EART-163,F-NAS-7591,,Internal Allocation,Allocated,"GPU_Hours=1531,CPU_Hours=11330,Storage_TB=22.39,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0142 (NSF),FY2026,Jul,7,30276.71,19831.05,0.0,0.0,0.0,0.0,0.0,54428,CC-CHEM-134,F-NSF-9971,,Internal Allocation,Allocated,"GPU_Hours=6909,CPU_Hours=8987,Storage_TB=3.12,Department=Chemistry"
Grant_Usage,Research Grant,G-0143 (NASA),FY2026,May,5,3538.46,14592.0,0.0,0.0,0.0,0.0,0.0,54951,CC-EART-100,F-NAS-2026,,Internal Allocation,Allocated,"GPU_Hours=4757,CPU_Hours=6152,Storage_TB=22.99,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0144 (NSF),FY2026,Feb,2,6735.44,11201.4,0.0,0.0,0.0,0.0,0.0,58313,CC-CHEM-138,F-NSF-9544,,Internal Allocation,Allocated,"GPU_Hours=3858,CPU_Hours=14221,Storage_TB=4.58,Department=Chemistry"
Grant_Usage,Research Grant,G-0144 (NSF),FY2026,Dec,12,6735.44,16386.3,0.0,0.0,0.0,0.0,0.0,58291,CC-CHEM-166,F-NSF-1251,,Internal Allocation,Allocated,"GPU_Hours=5745,CPU_Hours=14548,Storage_TB=0.29,Department=Chemistry"
Grant_Usage,Research Grant,G-0145 (DARPA),FY2026,Sep,9,3732.54,21222.6,0.0,0.0,0.0,0.0,0.0,52125,CC-MATH-145,F-DAR-9747,,Internal Allocation,Allocated,"GPU_Hours=7414,CPU_Hours=8280,Storage_TB=2.06,Department=Mathematics"
Grant_Usage,Research Grant,G-0146 (NSF),FY2026,Jul,7,6779.67,9197.25,0.0,0.0,0.0,0.0,0.0,56378,CC-BIOL-115,F-NSF-8395,,Internal Allocation,Allocated,"GPU_Hours=2989,CPU_Hours=4052,Storage_TB=15.08,Department=Biology"
Grant_Usage,Research Grant,G-0147 (NSF),FY2026,Apr,4,1298.1,21472.5,0.0,0.0,0.0,0.0,0.0,53435,CC-PHYS-163,F-NSF-4657,,Internal Allocation,Allocated,"GPU_Hours=7391,CPU_Hours=10599,Storage_TB=9.07,Department=Physics"
Grant_Usage,Research Grant,G-0148 (Private),FY2026,Feb,2,1652.66,7897.35,0.0,0.0,0.0,0.0,0.0,53877,CC-BIOL-126,F-Pri-1631,,Internal Allocation,Allocated,"GPU_Hours=2636,CPU_Hours=9934,Storage_TB=8.55,Department=Biology"
Grant_Usage,Research Grant,G-0148 (Private),FY2026,Nov,11,1652.66,18611.1,0.0,0.0,0.0,0.0,0.0,54879,CC-BIOL-147,F-Pri-2539,,Internal Allocation,Allocated,"GPU_Hours=6156,CPU_Hours=14441,Storage_TB=23.7,Department=Biology"
Grant_Usage,Research Grant,G-0149 (NIH),FY2026,Sep,9,37642.65,22162.65,0.0,0.0,0.0,0.0,0.0,56809,CC-CHEM-148,F-NIH-5078,,Internal Allocation,Allocated,"GPU_Hours=7456,CPU_Hours=2595,Storage_TB=20.29,Department=Chemistry"
Grant_Usage,Research Grant,G-0150 (DARPA),FY2026,Jun,6,23627.52,17603.4,0.0,0.0,0.0,0.0,0.0,55468,CC-ENGI-177,F-DAR-5235,,Internal Allocation,Allocated,"GPU_Hours=6044,CPU_Hours=10424,Storage_TB=8.4,Department=Engineering"
Grant_Usage,Research Grant,G-0151 (NASA),FY2026,Mar,3,4178.81,22795.95,0.0,0.0,0.0,0.0,0.0,59728,CC-CHEM-158,F-NAS-3097,,Internal Allocation,Allocated,"GPU_Hours=7931,CPU_Hours=10023,Storage_TB=4.28,Department=Chemistry"
Grant_Usage,Research Grant,G-0152 (NIH),FY2026,Jan,1,17616.45,16795.95,0.0,0.0,0.0,0.0,0.0,50070,CC-COMP-180,F-NIH-4353,,Internal Allocation,Allocated,"GPU_Hours=5728,CPU_Hours=3976,Storage_TB=10.47,Department=Computer Science"
Grant_Usage,Research Grant,G-0152 (NIH),FY2026,Oct,10,17616.45,15134.55,0.0,0.0,0.0,0.0,0.0,55657,CC-COMP-140,F-NIH-2125,,Internal Allocation,Allocated,"GPU_Hours=5038,CPU_Hours=11392,Storage_TB=17.25,Department=Computer Science"
Grant_Usage,Research Grant,G-0153 (NIH),FY2026,Aug,8,27755.77,10634.7,0.0,0.0,0.0,0.0,0.0,56735,CC-EART-135,F-NIH-1929,,Internal Allocation,Allocated,"GPU_Hours=3476,CPU_Hours=12910,Storage_TB=16.18,Department=Earth Sciences"
