Month,Month_Num,Fiscal_Quarter,Department,Partition,Job_Size_Category,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Jobs_Cancelled,Jobs_Timeout,Jobs_OOM,Jobs_Preempted,Total_GPU_Hours,Total_CPU_Hours,Total_Memory_GB_Hours,Total_Storage_Read_TB,Total_Storage_Write_TB,Avg_Wait_Minutes,Median_Wait_Minutes,P95_Wait_Minutes,P99_Wait_Minutes,Avg_Runtime_Hours,Median_Runtime_Hours,Avg_GPU_Utilization_PCT,Avg_Memory_Utilization_PCT,Avg_IB_BW_GBps,Total_Energy_kWh,Cost_Allocation_USD,Walltime_Accuracy_PCT,SLA_Met_PCT
Jul,7,Q3,Engineering,preemptible,5-8_GPU,79,67,1,2,0,0,1,2192.6,8274.7,1888348.0,416.84,255.78,129.9,90.9,324.8,519.7,31.2,18.7,36.5,64.2,140.4,12059.0,6248.91,54.5,95.4
Jul,7,Q3,Medical Research,gpu,3-4_GPU,297,284,24,3,0,0,0,26282.2,58548.0,23111002.0,8126.67,4703.54,18.1,12.7,45.2,72.4,52.1,31.3,47.8,29.6,144.3,144552.0,74904.34,85.6,91.0
Jul,7,Q3,Medical Research,gpu,17-32_GPU,216,185,13,8,3,2,0,71179.7,251446.4,52167681.0,34055.05,18538.46,131.6,92.1,329.1,526.5,23.4,14.0,42.9,52.2,84.6,391489.0,202862.23,65.1,99.2
Jul,7,Q3,Medical Research,preemptible,17-32_GPU,290,254,6,3,0,0,12,163996.8,334707.5,147204732.0,29448.31,17691.67,139.0,97.3,347.4,555.9,32.6,19.6,41.2,25.1,171.6,901983.0,467390.99,65.2,96.8
Jul,7,Q3,Medical Research,preemptible,129-256_GPU,562,527,52,10,6,2,26,742437.7,1757722.8,321863258.0,210427.76,184000.8,94.5,66.1,236.1,377.8,42.1,25.2,68.1,75.3,112.0,4083407.0,2115947.4,87.9,99.2
Aug,8,Q3,Physics,gpu,33-64_GPU,450,438,36,19,3,5,0,562456.3,1599618.6,333992616.0,16937.56,149412.52,81.0,56.7,202.6,324.1,67.9,40.8,52.7,80.9,116.4,3093510.0,1603000.58,84.7,93.5
Aug,8,Q3,Physics,interactive,3-4_GPU,401,346,24,9,6,3,0,45118.4,169732.0,23121221.0,20613.29,9110.44,105.1,73.6,262.8,420.5,21.8,13.1,75.2,33.0,73.2,248151.0,128587.48,82.0,94.8
Aug,8,Q3,Physics,large,3-4_GPU,96,88,8,2,1,0,0,2534.4,6453.8,883286.0,27.09,253.49,86.1,60.3,215.3,344.5,43.3,26.0,73.0,58.5,97.8,13939.0,7223.03,82.5,90.8
Aug,8,Q3,Physics,priority,1-GPU,200,176,6,4,5,2,0,5811.9,9776.3,2125604.0,2437.28,490.98,70.5,49.3,176.2,282.0,29.3,17.6,83.2,26.0,166.6,31965.0,16563.88,69.4,97.2
Aug,8,Q3,Physics,priority,9-16_GPU,336,300,13,9,3,6,0,34379.3,130466.8,11547692.0,17050.11,9365.08,88.7,62.1,221.7,354.8,51.1,30.7,69.3,45.5,131.6,189086.0,97981.08,66.4,92.5
Aug,8,Q3,Physics,priority,33-64_GPU,290,276,10,13,3,3,0,233017.8,509559.1,163914774.0,37297.01,62726.23,34.2,23.9,85.5,136.8,16.1,9.6,71.5,79.0,93.8,1281598.0,664100.75,42.1,88.4
Aug,8,Q3,Physics,preemptible,65-128_GPU,560,498,53,15,0,3,39,777625.0,3008929.6,794724529.0,19073.37,111943.01,94.7,66.3,236.7,378.7,11.9,7.2,49.8,83.9,72.2,4276937.0,2216231.15,91.3,95.3
Aug,8,Q3,Biology,gpu,129-256_GPU,341,300,25,12,4,6,0,1059755.9,2383637.8,883947505.0,21528.05,157117.05,55.5,38.8,138.7,221.9,69.9,41.9,41.8,42.2,46.8,5828658.0,3020304.42,81.6,91.0
Aug,8,Q3,Biology,debug,1-GPU,265,235,12,8,6,1,0,9999.6,33841.9,8310998.0,1597.83,1048.61,118.1,82.7,295.2,472.4,50.5,30.3,80.1,65.7,41.4,54998.0,28498.83,85.5,97.4
Aug,8,Q3,Biology,interactive,3-4_GPU,415,366,33,9,5,6,0,13645.2,52746.5,12823816.0,1357.03,1260.9,9.4,6.6,23.4,37.4,46.6,28.0,35.3,76.4,170.7,75049.0,38888.89,55.4,92.6
Aug,8,Q3,Biology,large,3-4_GPU,240,209,15,10,0,3,0,3007.5,10311.7,1270521.0,443.95,853.98,104.4,73.1,261.0,417.6,70.4,42.2,53.8,60.1,82.0,16541.0,8571.4,44.3,99.4
Aug,8,Q3,Biology,large,65-128_GPU,30,27,0,0,0,0,0,22185.6,65511.9,20886818.0,9694.09,2466.06,135.6,94.9,339.1,542.5,46.2,27.7,76.4,52.8,88.5,122021.0,63228.98,92.0,96.8
Aug,8,Q3,Chemistry,debug,1-GPU,150,139,7,4,2,2,0,6290.0,21965.2,2391266.0,823.01,422.85,99.2,69.4,247.9,396.7,39.1,23.5,69.8,66.7,46.7,34595.0,17926.43,77.2,95.5
Aug,8,Q3,Chemistry,interactive,1-GPU,244,225,14,3,4,0,0,2665.6,9395.4,2315411.0,834.48,698.48,82.5,57.7,206.2,329.9,4.2,2.5,60.5,55.7,138.1,14661.0,7596.89,70.0,94.9
Aug,8,Q3,Chemistry,large,1-GPU,566,506,15,12,5,7,0,22036.8,47026.3,17395197.0,6570.01,5116.38,111.4,78.0,278.4,445.5,12.9,7.8,62.1,62.7,67.9,121202.0,62804.9,68.7,89.7
Aug,8,Q3,Chemistry,preemptible,2-GPU,93,89,8,1,0,0,1,474.1,1022.8,123305.0,232.79,121.98,24.4,17.1,61.1,97.7,63.2,37.9,39.2,33.6,50.9,2608.0,1351.32,82.6,96.6
Aug,8,Q3,Chemistry,preemptible,9-16_GPU,497,475,33,12,0,6,33,178954.6,692079.1,124880535.0,29035.92,3937.68,126.4,88.5,316.1,505.7,18.4,11.0,74.5,49.2,91.9,984250.0,510020.51,71.0,97.2
Aug,8,Q3,Computer Science,gpu,1-GPU,574,560,24,12,0,5,0,5490.7,19303.8,5417774.0,488.03,961.83,131.1,91.8,327.8,524.5,6.7,4.0,51.5,26.1,177.8,30199.0,15648.45,79.4,96.8
Aug,8,Q3,Computer Science,gpu,5-8_GPU,309,281,21,8,6,4,0,16660.1,58528.2,5018790.0,765.69,3412.84,25.6,17.9,64.0,102.4,32.5,19.5,86.2,53.8,115.7,91631.0,47481.31,56.4,98.5
Aug,8,Q3,Computer Science,gpu,17-32_GPU,130,110,8,4,1,0,0,12270.4,45935.2,5873442.0,2251.69,2873.92,35.4,24.8,88.5,141.6,5.8,3.5,91.4,60.3,73.6,67487.0,34970.52,56.2,98.0
Aug,8,Q3,Computer Science,interactive,1-GPU,570,525,46,22,0,8,0,26494.1,51043.2,11026071.0,5666.65,3651.01,58.4,40.9,146.0,233.6,36.5,21.9,76.6,65.9,71.2,145718.0,75508.19,84.7,89.5
Aug,8,Q3,Computer Science,large,33-64_GPU,275,265,8,11,5,3,0,106049.1,358552.1,44828042.0,44141.25,31499.17,101.6,71.1,253.9,406.3,62.3,37.4,44.8,69.4,71.5,583270.0,302239.84,50.3,89.7
Aug,8,Q3,Computer Science,large,65-128_GPU,321,301,23,4,4,0,0,659678.3,2184682.2,235666059.0,164905.01,5636.0,103.9,72.7,259.8,415.7,1.2,0.7,40.7,30.1,26.8,3628231.0,1880083.1,42.7,95.3
Aug,8,Q3,Computer Science,priority,1-GPU,31,30,3,0,0,0,0,330.1,1209.3,163823.0,13.49,64.51,66.4,46.5,166.0,265.6,58.3,35.0,73.6,71.6,170.6,1815.0,940.7,63.5,92.9
Aug,8,Q3,Computer Science,preemptible,33-64_GPU,178,163,15,4,0,3,7,191897.2,407497.8,52519298.0,48686.92,3502.26,50.8,35.5,127.0,203.1,6.4,3.9,38.3,44.1,123.5,1055435.0,546907.04,78.8,98.8
Aug,8,Q3,Earth Sciences,interactive,3-4_GPU,302,265,18,8,5,5,0,24184.6,42640.9,10020592.0,8265.18,4052.72,57.2,40.1,143.1,228.9,1.3,0.8,84.2,41.0,178.3,133016.0,68926.24,76.5,88.5
Aug,8,Q3,Earth Sciences,large,2-GPU,50,47,3,1,0,0,0,2156.7,6078.7,1669152.0,1070.89,463.16,125.7,88.0,314.2,502.8,32.8,19.7,84.2,35.0,138.5,11862.0,6146.51,59.4,99.8
Aug,8,Q3,Earth Sciences,priority,2-GPU,140,129,9,4,1,2,0,8098.6,24369.2,7374361.0,1223.41,1095.93,30.0,21.0,75.0,120.0,64.4,38.7,45.7,39.3,63.8,44543.0,23081.13,89.6,95.5
Aug,8,Q3,Earth Sciences,priority,5-8_GPU,190,167,18,8,5,3,0,34649.0,121574.1,17200369.0,16334.53,3548.68,18.8,13.2,47.0,75.3,58.8,35.3,74.6,74.1,71.8,190570.0,98749.77,51.2,98.7
Aug,8,Q3,Earth Sciences,priority,17-32_GPU,476,422,29,14,9,2,0,325198.4,1170176.7,124447044.0,118512.08,95276.81,14.5,10.1,36.2,57.8,28.7,17.2,91.8,72.5,16.8,1788591.0,926815.53,53.1,96.3
Aug,8,Q3,Mathematics,gpu,33-64_GPU,408,397,14,10,10,2,0,517069.8,2059293.5,253488360.0,257208.79,71381.99,126.8,88.8,317.0,507.2,22.1,13.3,91.8,41.4,92.6,2843884.0,1473648.91,61.1,94.8
Aug,8,Q3,Mathematics,large,3-4_GPU,262,245,12,8,5,0,0,31747.5,101664.0,7638139.0,7991.7,1641.3,64.6,45.2,161.6,258.5,16.9,10.2,40.4,30.3,127.9,174611.0,90480.45,89.8,99.2
Aug,8,Q3,Mathematics,large,9-16_GPU,267,245,20,12,3,4,0,6864.0,18893.1,2878122.0,2508.6,1969.91,110.0,77.0,274.9,439.8,71.0,42.6,73.9,47.6,18.6,37752.0,19562.27,51.0,96.8
Aug,8,Q3,Mathematics,priority,2-GPU,102,98,3,4,1,1,0,4231.3,11672.5,1808849.0,670.54,193.28,73.6,51.5,184.0,294.3,71.6,42.9,84.8,54.0,22.1,23272.0,12059.14,64.4,92.1
Aug,8,Q3,Mathematics,priority,17-32_GPU,113,101,9,2,0,2,0,67968.4,153456.9,50685939.0,33173.58,11584.99,24.1,16.9,60.3,96.4,2.5,1.5,67.5,83.3,111.9,373826.0,193709.81,68.3,90.9
Aug,8,Q3,Mathematics,preemptible,2-GPU,576,522,45,19,3,5,3,50388.8,127417.2,39505130.0,13316.82,2071.02,47.7,33.4,119.2,190.7,71.2,42.7,81.0,73.3,133.4,277138.0,143608.09,58.1,96.7
Aug,8,Q3,Engineering,gpu,1-GPU,330,288,20,8,8,5,0,2311.6,5648.8,2005403.0,618.06,562.18,115.0,80.5,287.5,459.9,54.3,32.6,79.0,56.5,140.2,12714.0,6587.95,60.7,97.4
Aug,8,Q3,Engineering,gpu,129-256_GPU,281,251,8,13,2,1,0,606298.3,1314413.0,438200831.0,10999.46,119921.93,105.0,73.5,262.6,420.2,9.6,5.7,62.2,36.0,90.1,3334641.0,1727950.21,94.9,98.1
Aug,8,Q3,Engineering,interactive,1-GPU,319,309,22,13,6,0,0,5202.8,10961.1,4863774.0,560.73,588.76,71.1,49.7,177.7,284.3,47.5,28.5,85.4,83.8,59.4,28616.0,14828.08,61.1,93.8
Aug,8,Q3,Engineering,priority,17-32_GPU,518,494,32,18,11,3,0,209084.0,750011.4,93136315.0,29133.41,11361.65,7.3,5.1,18.2,29.2,8.3,5.0,53.3,82.2,20.0,1149962.0,595889.33,53.2,91.8
Aug,8,Q3,Medical Research,gpu,1-GPU,476,405,15,6,10,0,0,19871.1,77257.1,8766593.0,6411.56,3018.72,12.9,9.0,32.1,51.4,71.8,43.1,43.2,56.3,64.6,109291.0,56632.64,72.2,94.5
Aug,8,Q3,Medical Research,preemptible,1-GPU,28,25,1,1,0,0,1,1145.0,4008.9,569379.0,85.42,19.4,74.6,52.2,186.5,298.3,30.2,18.1,63.8,59.1,6.1,6298.0,3263.39,75.9,94.2
Sep,9,Q3,Physics,debug,2-GPU,7,6,0,0,0,0,0,42.9,170.2,38888.0,6.32,4.03,35.3,24.7,88.2,141.2,59.9,35.9,41.2,76.4,146.4,236.0,122.31,63.4,92.5
Sep,9,Q3,Physics,large,2-GPU,173,166,9,8,0,0,0,11183.9,35618.3,3008230.0,2513.65,1995.5,107.0,74.9,267.5,428.0,44.2,26.5,61.6,37.6,45.6,61512.0,31874.18,84.4,88.6
Sep,9,Q3,Physics,priority,2-GPU,126,121,5,2,3,1,0,6167.7,14392.6,1767877.0,1106.52,1314.27,68.2,47.7,170.5,272.7,18.7,11.2,59.3,50.4,92.3,33922.0,17578.02,52.2,93.1
Sep,9,Q3,Physics,priority,9-16_GPU,303,289,16,6,2,2,0,45554.9,80353.3,18225926.0,8003.48,6843.36,66.4,46.5,166.1,265.7,67.7,40.6,85.5,30.7,75.8,250552.0,129831.46,50.5,95.6
Sep,9,Q3,Physics,preemptible,33-64_GPU,353,344,26,8,2,1,27,379809.1,1518921.0,207224935.0,94395.96,95657.45,80.6,56.4,201.6,322.5,8.8,5.3,92.8,25.3,178.3,2088950.0,1082455.96,44.2,98.0
Sep,9,Q3,Physics,preemptible,129-256_GPU,166,159,13,4,1,1,12,985114.4,2707041.6,341099408.0,409068.48,47739.39,25.0,17.5,62.4,99.9,36.6,22.0,90.2,66.6,24.1,5418129.0,2807576.16,51.1,99.1
Sep,9,Q3,Biology,gpu,1-GPU,528,478,30,25,4,1,0,10353.0,17383.5,2658985.0,4000.65,718.62,84.3,59.0,210.7,337.1,62.4,37.5,94.9,82.8,154.4,56942.0,29506.05,67.7,94.1
Sep,9,Q3,Biology,gpu,9-16_GPU,392,371,28,6,1,1,0,153730.2,502726.8,40819906.0,45073.69,44541.91,102.4,71.7,256.1,409.8,34.4,20.7,81.4,69.7,150.3,845516.0,438131.12,89.6,91.6
Sep,9,Q3,Biology,interactive,2-GPU,301,271,12,12,0,3,0,25931.0,75249.8,16412419.0,6784.78,2749.66,50.3,35.2,125.7,201.1,47.5,28.5,51.5,66.4,146.9,142620.0,73903.34,61.2,89.7
Sep,9,Q3,Chemistry,gpu,129-256_GPU,444,399,28,9,3,6,0,1699497.8,3389359.2,1452059876.0,713414.74,436875.2,29.5,20.6,73.7,118.0,55.6,33.3,59.7,73.5,65.5,9347238.0,4843568.77,42.9,96.3
Sep,9,Q3,Chemistry,debug,2-GPU,79,76,7,3,1,1,0,6829.1,11721.0,6387021.0,395.1,1671.42,8.8,6.1,21.9,35.1,68.9,41.3,77.7,33.0,134.1,37560.0,19462.93,66.7,98.2
Sep,9,Q3,Chemistry,interactive,1-GPU,337,316,23,14,5,1,0,4220.5,9810.2,1380533.0,1123.02,1023.94,27.0,18.9,67.6,108.1,66.7,40.0,48.3,67.3,48.7,23213.0,12028.34,63.8,88.7
Sep,9,Q3,Chemistry,interactive,2-GPU,47,46,3,1,0,0,0,3910.6,7074.2,3282222.0,1795.73,140.62,35.4,24.8,88.4,141.5,6.9,4.1,53.0,36.3,81.2,21509.0,11145.32,69.2,96.7
Sep,9,Q3,Chemistry,large,65-128_GPU,303,292,14,4,1,5,0,732075.1,1508956.5,371345736.0,285004.93,106714.39,119.3,83.5,298.3,477.3,6.3,3.8,69.6,63.2,110.5,4026413.0,2086414.14,94.9,94.6
Sep,9,Q3,Computer Science,preemptible,129-256_GPU,19,17,1,0,0,0,1,30265.5,64858.3,23766186.0,9873.46,694.23,86.0,60.2,214.9,343.9,55.5,33.3,66.2,32.4,81.9,166460.0,86256.73,49.3,89.9
Sep,9,Q3,Earth Sciences,gpu,17-32_GPU,456,424,30,12,12,3,0,318562.1,928242.7,69165475.0,8454.54,88572.85,118.8,83.1,297.0,475.1,57.3,34.4,42.1,72.2,153.7,1752092.0,907902.02,70.3,98.1
Sep,9,Q3,Earth Sciences,priority,9-16_GPU,314,296,14,12,3,0,0,37786.2,139278.5,27178587.0,6123.6,10688.23,76.2,53.4,190.5,304.9,10.2,6.1,84.8,46.2,9.5,207824.0,107690.65,69.6,95.7
Sep,9,Q3,Earth Sciences,priority,129-256_GPU,214,193,16,9,6,1,0,222355.3,782230.3,82454271.0,84660.77,7497.19,116.3,81.4,290.7,465.1,57.9,34.8,68.8,76.6,44.0,1222954.0,633712.64,61.3,97.9
Sep,9,Q3,Earth Sciences,preemptible,5-8_GPU,342,297,17,7,10,5,17,15059.1,22798.0,3339955.0,1936.99,933.57,125.1,87.6,312.7,500.3,8.0,4.8,50.7,82.0,76.2,82825.0,42918.55,88.1,93.7
Sep,9,Q3,Mathematics,gpu,1-GPU,51,48,4,1,0,0,0,922.8,2975.1,251228.0,347.4,163.88,107.4,75.2,268.5,429.7,22.5,13.5,64.3,27.8,14.8,5075.0,2629.97,90.6,95.9
Sep,9,Q3,Mathematics,gpu,9-16_GPU,330,301,23,6,8,3,0,6482.9,19605.4,4983289.0,1164.33,543.02,8.9,6.2,22.1,35.4,32.9,19.7,70.0,78.7,130.5,35656.0,18476.37,78.4,93.9
Sep,9,Q3,Mathematics,gpu,65-128_GPU,286,278,19,14,1,0,0,144922.8,571188.2,105952191.0,8855.41,22334.35,51.3,35.9,128.2,205.2,52.6,31.6,81.6,74.5,103.6,797075.0,413030.01,65.6,89.1
Sep,9,Q3,Mathematics,large,5-8_GPU,431,410,40,19,5,3,0,22896.4,40241.6,19246005.0,10339.09,5189.01,28.6,20.0,71.5,114.5,67.4,40.5,69.9,58.4,86.1,125930.0,65254.75,65.0,88.7
Sep,9,Q3,Mathematics,large,9-16_GPU,147,143,9,3,3,0,0,45587.4,133153.3,20019596.0,5514.78,9374.16,47.5,33.3,118.8,190.1,31.1,18.7,71.2,70.6,79.7,250731.0,129924.03,49.6,90.2
Sep,9,Q3,Mathematics,priority,1-GPU,363,351,21,14,4,7,0,8575.4,25373.2,2264083.0,947.97,696.91,91.9,64.3,229.7,367.5,69.3,41.6,51.9,41.5,110.8,47165.0,24439.84,89.2,88.8
Sep,9,Q3,Mathematics,priority,3-4_GPU,112,99,8,4,0,0,0,4716.4,11506.3,2288848.0,290.56,874.16,67.9,47.5,169.7,271.6,42.8,25.7,47.6,79.4,29.1,25940.0,13441.77,80.0,95.9
Sep,9,Q3,Mathematics,priority,33-64_GPU,91,83,9,2,2,1,0,71294.6,169168.4,33547762.0,11159.16,20170.98,33.8,23.6,84.5,135.1,40.3,24.2,69.7,36.5,49.7,392120.0,203189.54,41.1,91.9
Sep,9,Q3,Engineering,gpu,65-128_GPU,281,247,22,11,6,3,0,343283.0,964352.1,305002695.0,26490.97,95257.29,6.7,4.7,16.7,26.8,4.5,2.7,83.4,61.0,106.7,1888057.0,978356.68,46.1,97.6
Sep,9,Q3,Engineering,interactive,1-GPU,140,137,13,2,2,1,0,3180.4,10207.3,1345965.0,1291.43,226.56,91.0,63.7,227.5,364.1,27.7,16.6,75.2,69.2,75.5,17492.0,9064.08,42.1,91.8
Sep,9,Q3,Engineering,large,33-64_GPU,284,253,10,14,1,4,0,393511.7,1518028.7,215078144.0,20067.3,39687.42,56.4,39.5,141.0,225.6,35.9,21.6,40.0,83.9,51.4,2164314.0,1121508.34,81.0,93.1
Sep,9,Q3,Medical Research,gpu,2-GPU,502,451,36,24,7,8,0,18603.7,74271.9,4884853.0,5241.71,2190.31,27.0,18.9,67.5,108.1,54.5,32.7,76.9,27.2,83.4,102320.0,53020.57,67.2,98.1
Sep,9,Q3,Medical Research,gpu,3-4_GPU,113,99,3,3,0,1,0,4335.0,11516.1,3815217.0,1705.8,874.43,106.4,74.5,265.9,425.5,14.9,8.9,48.2,74.0,172.6,23842.0,12354.63,50.1,98.9
Sep,9,Q3,Medical Research,large,1-GPU,39,35,0,1,1,0,0,535.2,1433.9,224498.0,161.31,46.27,73.2,51.3,183.1,293.0,46.3,27.8,76.9,46.6,102.6,2943.0,1525.24,43.2,100.0
Oct,10,Q4,Physics,large,3-4_GPU,195,170,12,8,4,0,0,4711.4,17281.4,3702487.0,1154.31,885.79,64.1,44.9,160.4,256.6,13.7,8.2,42.8,51.1,26.6,25913.0,13427.41,67.6,88.7
Oct,10,Q4,Physics,preemptible,5-8_GPU,89,78,7,4,0,1,0,13443.7,47177.7,12381122.0,5778.7,3139.2,46.3,32.4,115.8,185.3,15.8,9.5,84.5,61.3,30.8,73940.0,38314.49,90.3,89.7
Oct,10,Q4,Physics,preemptible,9-16_GPU,342,306,13,12,3,3,9,93839.5,311361.6,84762173.0,23913.43,2280.09,38.2,26.7,95.4,152.6,62.3,37.4,38.4,46.9,76.3,516117.0,267442.5,42.1,98.2
Oct,10,Q4,Biology,gpu,9-16_GPU,233,215,16,9,0,0,0,29280.3,96475.3,24608716.0,7923.73,7109.02,45.4,31.8,113.5,181.6,18.7,11.2,61.9,52.6,71.1,161042.0,83448.79,78.0,95.1
Oct,10,Q4,Biology,large,5-8_GPU,477,444,25,5,10,5,0,17880.8,44007.8,13540464.0,2959.74,1445.16,62.4,43.7,156.1,249.8,65.2,39.1,73.0,50.4,66.4,98345.0,50960.39,51.7,92.9
Oct,10,Q4,Biology,large,33-64_GPU,190,177,17,7,1,1,0,102125.8,158890.0,80338576.0,41339.7,9036.94,51.7,36.2,129.3,206.9,7.5,4.5,63.6,31.3,132.1,561692.0,291058.6,63.9,88.5
Oct,10,Q4,Biology,large,129-256_GPU,43,42,0,1,1,0,0,179558.8,586742.4,183369442.0,44565.25,49312.11,9.2,6.4,23.0,36.8,23.9,14.3,66.7,48.9,129.3,987573.0,511742.56,92.7,92.5
Oct,10,Q4,Biology,preemptible,129-256_GPU,355,346,27,16,7,0,7,263443.0,832154.4,144578496.0,57969.62,51491.0,87.9,61.5,219.7,351.5,20.5,12.3,69.8,30.1,152.1,1448936.0,750812.5,86.9,98.2
Oct,10,Q4,Chemistry,gpu,9-16_GPU,437,408,21,19,10,6,0,177181.4,689517.1,39654147.0,87771.37,38434.15,24.2,16.9,60.5,96.7,47.3,28.4,93.2,30.2,126.5,974498.0,504967.05,81.0,88.8
Oct,10,Q4,Chemistry,gpu,65-128_GPU,126,108,7,1,1,1,0,108363.0,215563.8,25909847.0,3546.09,8552.7,118.7,83.1,296.9,475.0,46.9,28.1,74.5,80.5,52.6,595997.0,308834.61,92.6,94.6
Oct,10,Q4,Chemistry,priority,9-16_GPU,414,391,9,15,5,2,0,144417.0,374845.5,123511448.0,17623.48,8468.29,118.8,83.1,297.0,475.1,48.5,29.1,56.3,62.8,50.0,794294.0,411588.58,70.7,92.6
Oct,10,Q4,Chemistry,preemptible,9-16_GPU,432,411,24,7,11,1,33,173441.8,517835.4,86540594.0,82598.4,36771.03,71.4,50.0,178.5,285.6,53.5,32.1,86.9,81.6,122.2,953930.0,494309.04,82.9,90.4
Oct,10,Q4,Computer Science,gpu,9-16_GPU,82,70,3,3,2,1,0,16978.2,53439.8,5987117.0,966.02,4840.66,83.5,58.4,208.7,333.9,32.1,19.2,87.4,48.9,115.2,93380.0,48387.9,90.3,89.7
Oct,10,Q4,Computer Science,gpu,129-256_GPU,391,335,11,19,4,6,0,2353759.9,7602108.1,898351732.0,638167.45,117790.02,95.1,66.5,237.7,380.3,37.2,22.3,83.5,35.1,128.5,12945680.0,6708215.81,48.3,97.8
Oct,10,Q4,Computer Science,priority,3-4_GPU,68,66,1,1,1,1,0,9326.2,27855.5,7602025.0,768.02,1916.93,91.4,63.9,228.4,365.4,50.9,30.5,72.7,57.2,103.7,51294.0,26579.56,73.4,90.2
Oct,10,Q4,Computer Science,priority,9-16_GPU,134,124,9,1,2,1,0,28559.4,108705.2,23165838.0,9766.14,7555.43,51.9,36.3,129.8,207.6,52.6,31.5,94.8,36.5,160.5,157077.0,81394.37,56.1,91.1
Oct,10,Q4,Computer Science,preemptible,9-16_GPU,322,302,10,8,1,3,23,62987.9,114460.1,44195603.0,12761.65,17742.98,95.4,66.8,238.5,381.6,5.6,3.3,52.8,40.4,130.2,346434.0,179515.55,92.6,97.3
Oct,10,Q4,Computer Science,preemptible,33-64_GPU,410,360,13,4,5,2,17,309359.0,984223.1,215403286.0,46751.1,52029.28,73.6,51.5,184.0,294.5,42.4,25.4,71.5,77.8,30.6,1701474.0,881673.01,61.1,91.8
Oct,10,Q4,Earth Sciences,large,2-GPU,281,240,8,8,8,2,0,11540.5,41860.9,4942589.0,5572.2,2470.72,119.9,83.9,299.8,479.6,64.8,38.9,81.2,31.6,50.9,63473.0,32890.39,67.7,96.8
Oct,10,Q4,Earth Sciences,large,33-64_GPU,5,4,0,0,0,0,0,775.6,1445.0,414806.0,120.21,151.04,18.4,12.9,46.0,73.5,19.0,11.4,89.7,48.8,56.4,4266.0,2210.44,79.5,98.5
Oct,10,Q4,Earth Sciences,priority,9-16_GPU,136,128,11,3,2,2,0,14187.7,28887.0,9190446.0,4683.16,3002.13,105.5,73.8,263.7,421.9,2.0,1.2,92.7,50.2,102.9,78032.0,40434.9,65.7,91.8
Oct,10,Q4,Earth Sciences,preemptible,65-128_GPU,85,76,4,3,1,0,6,232308.0,694274.0,55394814.0,99860.32,22999.95,104.9,73.4,262.2,419.5,55.4,33.2,73.9,79.9,67.0,1277694.0,662077.75,67.2,91.9
Oct,10,Q4,Mathematics,gpu,5-8_GPU,255,245,9,9,5,0,0,2988.1,8271.6,1650540.0,727.37,735.57,47.0,32.9,117.5,188.0,10.4,6.2,72.5,28.8,83.5,16434.0,8516.0,56.5,90.1
Oct,10,Q4,Mathematics,debug,2-GPU,260,248,22,8,5,2,0,24745.0,97089.5,17852741.0,6457.48,3626.53,51.2,35.8,127.9,204.7,3.4,2.1,84.2,35.8,79.3,136098.0,70523.34,77.1,99.8
Oct,10,Q4,Mathematics,large,33-64_GPU,138,126,11,5,1,0,0,129745.7,316941.4,26163871.0,54194.83,10867.59,18.6,13.1,46.6,74.6,34.7,20.8,47.8,69.1,17.5,713601.0,369775.2,54.4,93.2
Oct,10,Q4,Mathematics,large,65-128_GPU,330,291,10,4,1,2,0,311355.7,1156092.0,260714854.0,62363.79,34927.8,113.3,79.3,283.2,453.1,33.7,20.2,85.7,60.7,85.5,1712456.0,887363.65,74.6,94.7
Oct,10,Q4,Mathematics,priority,33-64_GPU,128,119,10,3,2,0,0,51869.6,116228.0,16418693.0,21643.72,15450.48,60.6,42.4,151.5,242.5,61.8,37.1,82.0,36.8,9.3,285283.0,147828.27,42.2,91.2
Oct,10,Q4,Mathematics,preemptible,1-GPU,166,158,7,7,4,2,4,1801.8,5684.8,1334136.0,416.58,295.45,13.9,9.7,34.6,55.4,62.7,37.6,59.6,25.2,6.7,9910.0,5135.24,82.5,99.4
Oct,10,Q4,Mathematics,preemptible,2-GPU,399,351,35,18,7,2,8,10250.8,15905.2,6319315.0,4794.51,2914.4,111.0,77.7,277.5,444.1,4.9,2.9,60.8,44.3,72.7,56379.0,29214.65,52.8,90.1
Oct,10,Q4,Mathematics,preemptible,9-16_GPU,461,434,35,15,13,2,20,89227.6,356488.9,77434772.0,11055.87,23376.65,28.7,20.1,71.8,114.9,30.0,18.0,73.3,47.9,118.3,490752.0,254298.8,91.0,99.9
Oct,10,Q4,Engineering,gpu,5-8_GPU,58,53,3,1,0,0,0,1686.2,4410.5,1360386.0,813.66,130.17,46.7,32.7,116.7,186.8,27.9,16.7,86.8,68.8,58.6,9274.0,4805.59,68.9,95.3
Oct,10,Q4,Engineering,preemptible,3-4_GPU,269,255,13,5,5,4,17,22664.3,38016.3,17926399.0,1769.74,1596.2,103.5,72.4,258.7,413.9,46.1,27.6,65.0,55.4,90.5,124654.0,64593.24,85.4,89.5
Oct,10,Q4,Medical Research,priority,65-128_GPU,240,206,7,7,0,0,0,471670.3,1075611.9,364009860.0,111299.53,9270.77,21.6,15.1,53.9,86.2,46.8,28.1,37.9,82.6,14.5,2594186.0,1344260.25,64.4,92.7
